:START_ID,:END_ID,:type,article_id,od
小微企业帮扶行动，落实助企纾困政策,就业,在,406,在:小微企业帮扶行动，落实助企纾困政策:就业
就业,就业创业,在,406,在:就业:就业创业
就业创业,培训,在,406,在:就业创业:培训
国有企业,台湾,在,406,在:国有企业:台湾
高校,三创,在,406,在:高校:三创
众创空间,人才,在,406,在:众创空间:人才
人才,劳动者,在,406,在:人才:劳动者
市场准入,一网通办,在,406,在:市场准入:一网通办
贷款,贷款公司、创业投资、股权和债券,在,406,在:贷款:贷款公司、创业投资、股权和债券
贷款公司、创业投资、股权和债券,融资,在,406,在:贷款公司、创业投资、股权和债券:融资
民营企业,中小微企业,在,406,在:民营企业:中小微企业
审核,科技成果,在,406,在:审核:科技成果
乡村,教师,在,406,在:乡村:教师
教师,教师生,在,406,在:教师:教师生
劳动模,人才,在,406,在:劳动模:人才
职业技术院校,产教融合,在,406,在:职业技术院校:产教融合
高校,高校招收农村,在,406,在:高校:高校招收农村
高校招收农村,学生,在,406,在:高校招收农村:学生
学生,农村,在,406,在:学生:农村
农村,学生,在,406,在:农村:学生
执法,人才,在,"406,752",在:执法:人才
福建省,产教融合,在,"411,687",在:福建省:产教融合
人才,省政府,在,413,在:人才:省政府
省政府,产教融合,在,"413,687",在:省政府:产教融合
产教融合,职业教育,在,413,在:产教融合:职业教育
技工院校,高校,在,413,在:技工院校:高校
福州,职业院校,在,413,在:福州:职业院校
漳州,厦门,在,413,在:漳州:厦门
泉州,职业教育,在,413,在:泉州:职业教育
职业教育,职业院校,在,"413,833",在:职业教育:职业院校
高校,高职院校,在,"413,788",在:高校:高职院校
高职院校,乡村,在,413,在:高职院校:乡村
福建省,职业院校,在,413,在:福建省:职业院校
职业院校,职业教育,在,413,在:职业院校:职业教育
泉州,经济,在,413,在:泉州:经济
经济,人才,在,413,在:经济:人才
人才,产教融合,在,413,在:人才:产教融合
产教融合,人才,在,"413,468,687",在:产教融合:人才
实习,培训,在,"413,478,687,788",在:实习:培训
产教融合,产教融合，强化农林、水利、建筑、交通运输、装备制造、电子信息、卫生健康、海洋渔业、文化旅游,在,413,在:产教融合:产教融合，强化农林、水利、建筑、交通运输、装备制造、电子信息、卫生健康、海洋渔业、文化旅游
职工,职业院校,在,413,在:职工:职业院校
产教融合,众创空间,在,413,在:产教融合:众创空间
众创空间,中小微企业,在,413,在:众创空间:中小微企业
风险可控、注重绩效,高校,在,413,在:风险可控、注重绩效:高校
职业院校,审核,在,413,在:职业院校:审核
审核,政部,在,413,在:审核:政部
政部,审批,在,413,在:政部:审批
科技成果转化项目,审核,在,413,在:科技成果转化项目:审核
审批,政部,在,413,在:审批:政部
省财政厅,审批,在,413,在:省财政厅:审批
高校,二元制,在,413,在:高校:二元制
就业,学生,在,413,在:就业:学生
学生,人才,在,413,在:学生:人才
职业院校,双师型,在,413,在:职业院校:双师型
高校,职工,在,413,在:高校:职工
就业,就业重点人群开展职业技能提升培训,在,413,在:就业:就业重点人群开展职业技能提升培训
就业重点人群开展职业技能提升培训,培训,在,413,在:就业重点人群开展职业技能提升培训:培训
职业院校,人次达到全日制在校生,在,413,在:职业院校:人次达到全日制在校生
职业院校,绿色通道,在,413,在:职业院校:绿色通道
绿色通道,绿色通道”，对世界技能大赛前三名选手、全国一类职业技能竞赛第一名选手、“全国技术能手”“中华技能大奖,在,413,在:绿色通道:绿色通道”，对世界技能大赛前三名选手、全国一类职业技能竞赛第一名选手、“全国技术能手”“中华技能大奖
绿色通道”，对世界技能大赛前三名选手、全国一类职业技能竞赛第一名选手、“全国技术能手”“中华技能大奖,人才,在,413,在:绿色通道”，对世界技能大赛前三名选手、全国一类职业技能竞赛第一名选手、“全国技术能手”“中华技能大奖:人才
培训,培训交流、传授技艺等，参与重大工程项目,在,413,在:培训:培训交流、传授技艺等，参与重大工程项目
省、市、县（区）政府,产教融合,在,413,在:省、市、县（区）政府:产教融合
发展专项资金,发展专项资金，通过专项拨款,在,413,在:发展专项资金:发展专项资金，通过专项拨款
发展专项资金，通过专项拨款,贷款,在,413,在:发展专项资金，通过专项拨款:贷款
贴息,产教融合,在,413,在:贴息:产教融合
职业教育,职业教育税收优惠政策,在,413,在:职业教育:职业教育税收优惠政策
实体经济,实体经济企业成本厅际联席会议,在,"414,418,675",在:实体经济:实体经济企业成本厅际联席会议
实体经济企业成本厅际联席会议,福建省,在,414,在:实体经济企业成本厅际联席会议:福建省
能源,双控,在,416,在:能源:双控
生产经营,中小企业,在,"418,543",在:生产经营:中小企业
省财政厅,省文旅厅,在,418,在:省财政厅:省文旅厅
省文旅厅,省药监局,在,418,在:省文旅厅:省药监局
省药监局,税务局,在,418,在:省药监局:税务局
税务局,海事局,在,418,在:税务局:海事局
保险机构,信贷,在,418,在:保险机构:信贷
信贷,信贷、助贷,在,418,在:信贷:信贷、助贷
信贷、助贷,信贷,在,418,在:信贷、助贷:信贷
信贷,信贷环节部分收费项目,在,418,在:信贷:信贷环节部分收费项目
信贷环节部分收费项目,银行,在,418,在:信贷环节部分收费项目:银行
银行,公司保函或工程保证保险替代保证金,在,418,在:银行:公司保函或工程保证保险替代保证金
省工信厅,金融,在,"418,463,623",在:省工信厅:金融
金融,福建银保监局,在,"418,458,636,694,797",在:金融:福建银保监局
贷款,应延尽延,在,418,在:贷款:应延尽延
首贷户,首贷户”信贷,在,418,在:首贷户:首贷户”信贷
首贷户”信贷,银行,在,418,在:首贷户”信贷:银行
银行,普惠型小微企业,在,418,在:银行:普惠型小微企业
普惠型小微企业,贷款,在,418,在:普惠型小微企业:贷款
金融,账款,在,418,在:金融:账款
账款,小微企业,在,418,在:账款:小微企业
融资,担保费政策,在,418,在:融资:担保费政策
土地利用率和增加容积率,土地出金,在,418,在:土地利用率和增加容积率:土地出金
绿色通道,绿色通道”车辆通行费减免政策,在,418,在:绿色通道:绿色通道”车辆通行费减免政策
省财政厅,省交通运输厅,在,418,在:省财政厅:省交通运输厅
省交通运输厅,福州,在,"418,872",在:省交通运输厅:福州
省财政厅,省人社厅,在,"418,546",在:省财政厅:省人社厅
市场准入,审批,在,"418,478",在:市场准入:审批
培训,培训等领域开发，放宽市场主体投资经营活动的相关要求，清理卫生、安保、质检、消防等领域设置的不合理经营,在,418,在:培训:培训等领域开发，放宽市场主体投资经营活动的相关要求，清理卫生、安保、质检、消防等领域设置的不合理经营
省教育厅,省商务厅,在,418,在:省教育厅:省商务厅
省商务厅,省文旅厅,在,418,在:省商务厅:省文旅厅
省发改委,省司法厅,在,418,在:省发改委:省司法厅
省司法厅,省商务厅,在,418,在:省司法厅:省商务厅
一网通办”，线下“最多跑一趟,一网通办”，线下“最多跑一趟”，年底前实现省网上办事大厅网上可办率96%以上，“一趟不用跑,在,418,在:一网通办”，线下“最多跑一趟:一网通办”，线下“最多跑一趟”，年底前实现省网上办事大厅网上可办率96%以上，“一趟不用跑
一件,一件事,在,418,在:一件:一件事
一件事,一件事”套餐服务，促进一件,在,418,在:一件事:一件事”套餐服务，促进一件
省发改委,省自然资源厅,在,418,在:省发改委:省自然资源厅
审计,账款,在,418,在:审计:账款
账款,落实情况,在,418,在:账款:落实情况
省发改委,审计,在,"418,820",在:省发改委:审计
人家生,福州,在,425,在:人家生:福州
福建省,泉州,在,"425,471,638,802",在:福建省:泉州
福建省,一带一路,在,431,在:福建省:一带一路
福建省市,福建省,在,"438,578",在:福建省市:福建省
海关,海关总署、税务总局,在,445,在:海关:海关总署、税务总局
附件,财政部,在,445,在:附件:财政部
海关,总署、税务总局,在,445,在:海关:总署、税务总局
附件,联财,在,445,在:附件:联财
大数据,互联网、人工智能,在,446,在:大数据:互联网、人工智能
福州,龙头企业,在,446,在:福州:龙头企业
151,151”卫星应用工程，加快建设海丝卫星数据服务区域分中心和行业分中心、基于人工智能,在,446,在:151:151”卫星应用工程，加快建设海丝卫星数据服务区域分中心和行业分中心、基于人工智能
151”卫星应用工程，加快建设海丝卫星数据服务区域分中心和行业分中心、基于人工智能,151”卫星应用工程，加快建设海丝卫星数据服务区域分中心和行业分中心、基于人工智能的卫星数据智能,在,446,在:151”卫星应用工程，加快建设海丝卫星数据服务区域分中心和行业分中心、基于人工智能:151”卫星应用工程，加快建设海丝卫星数据服务区域分中心和行业分中心、基于人工智能的卫星数据智能
金融,数字化,在,"446,684",在:金融:数字化
大数据,金融,在,"446,636",在:大数据:金融
厦门,大数据,在,446,在:厦门:大数据
大数据,大数据集群、云搜索等多样化,在,446,在:大数据:大数据集群、云搜索等多样化
大数据,预警,在,446,在:大数据:预警
能源,能源基础设施,在,446,在:能源:能源基础设施
数字化,数字化改造、智能化,在,446,在:数字化:数字化改造、智能化
新兴产业,龙头企业,在,446,在:新兴产业:龙头企业
能源,能源器件,在,"446,532",在:能源:能源器件
能源器件,预备队,在,446,在:能源器件:预备队
能源,能源、气象等公共基础设施,在,446,在:能源:能源、气象等公共基础设施
能源、气象等公共基础设施,能源、气象等公共基础设施，统一规划新型基础设施,在,446,在:能源、气象等公共基础设施:能源、气象等公共基础设施，统一规划新型基础设施
上云用数赋智,数字化,在,446,在:上云用数赋智:数字化
福州,福州滨海新城核心区、马尾物联网基地、平潭综合实验区,在,446,在:福州:福州滨海新城核心区、马尾物联网基地、平潭综合实验区
福州滨海新城核心区、马尾物联网基地、平潭综合实验区,数字经济,在,446,在:福州滨海新城核心区、马尾物联网基地、平潭综合实验区:数字经济
工业和信息化厅,附件,在,"454,646",在:工业和信息化厅:附件
中小企业,中小企业服务中心,在,"457,737",在:中小企业:中小企业服务中心
省发改委、工信厅,省发改委、工信厅、农业农村厅、商务厅,在,458,在:省发改委、工信厅:省发改委、工信厅、农业农村厅、商务厅
省发改委、工信厅、农业农村厅、商务厅,金融,在,458,在:省发改委、工信厅、农业农村厅、商务厅:金融
福建银保监局,福建证监局,在,"458,680,806",在:福建银保监局:福建证监局
金融,金融支持一二三产业“百千,在,458,在:金融:金融支持一二三产业“百千
百千,信贷,在,458,在:百千:信贷
贷款,贷款平均增速，实现“百千,在,458,在:贷款:贷款平均增速，实现“百千
贷款平均增速，实现“百千,贷款,在,458,在:贷款平均增速，实现“百千:贷款
一对一,信贷,在,458,在:一对一:信贷
信贷,审批,在,458,在:信贷:审批
究“新基建,贷款,在,458,在:究“新基建:贷款
福建银保监局,金融,在,458,在:福建银保监局:金融
金融,工信厅,在,"458,584,684,781,805",在:金融:工信厅
工信厅,工信厅、财政厅,在,"458,470,806,872",在:工信厅:工信厅、财政厅
贷款,贷款、再贴现、定向降准等优惠政策,在,458,在:贷款:贷款、再贴现、定向降准等优惠政策
百千,融资,在,458,在:百千:融资
贷款,福林贷”“惠林卡”等“闽林通”系列普惠绿色金融,在,458,在:贷款:福林贷”“惠林卡”等“闽林通”系列普惠绿色金融
银行,银行机构,在,"458,478,508,566,585,588,817",在:银行:银行机构
银行机构,贷款,在,458,在:银行机构:贷款
贷款,福建银保监局,在,458,在:贷款:福建银保监局
福建银保监局,贷款,在,458,在:福建银保监局:贷款
贷款,贷款同,在,458,在:贷款:贷款同
贷款同,贷款,在,458,在:贷款同:贷款
贷款,贷款周期及还款,在,458,在:贷款:贷款周期及还款
银行,福建省,在,"458,509,540,556,559,862",在:银行:福建省
福建省,贷款,在,"458,509,529,830,862",在:福建省:贷款
纾困专项资金,贷款,在,458,在:纾困专项资金:贷款
银行,百千,在,458,在:银行:百千
百千,贷款,在,458,在:百千:贷款
贷款,贷款规模和授信额度,在,"458,503",在:贷款:贷款规模和授信额度
贷款规模和授信额度,一企一策,在,458,在:贷款规模和授信额度:一企一策
一企一策,贷款,在,458,在:一企一策:贷款
银行,租金,在,458,在:银行:租金
租金,贷款,在,458,在:租金:贷款
上市,上市的优惠政策,在,458,在:上市:上市的优惠政策
上市的优惠政策,上市,在,458,在:上市的优惠政策:上市
一企一策”研究协调机制，帮助“百千,上市,在,458,在:一企一策”研究协调机制，帮助“百千:上市
融资,融资等金融,在,458,在:融资:融资等金融
上市,百千,在,458,在:上市:百千
福建证监局,省财政厅,在,458,在:福建证监局:省财政厅
企业发债,融资,在,458,在:企业发债:融资
法人,融资,在,458,在:法人:融资
金融,企业发行的债券,在,458,在:金融:企业发行的债券
企业发行的债券,企业发行的债券，支持我省优质企业发债,在,458,在:企业发行的债券:企业发行的债券，支持我省优质企业发债
基金,百千,在,458,在:基金:百千
百千,科技成果资本化,在,458,在:百千:科技成果资本化
纾困基金,纾困债作用，协调金融,在,458,在:纾困基金:纾困债作用，协调金融
纾困债作用，协调金融,上市,在,458,在:纾困债作用，协调金融:上市
福建证监局,福建银保监局,在,458,在:福建证监局:福建银保监局
保险机构,金融,在,458,在:保险机构:金融
风险,百千,在,458,在:风险:百千
百千,保险、雇主责任险,在,458,在:百千:保险、雇主责任险
账款,账款质押,在,458,在:账款:账款质押
账款质押,融资,在,458,在:账款质押:融资
中小微企业,账款,在,458,在:中小微企业:账款
金融机构,融资,在,"458,549,566,862,885",在:金融机构:融资
福建银保监局,工信厅,在,"458,771",在:福建银保监局:工信厅
工信厅、财政厅,金融,在,458,在:工信厅、财政厅:金融
百千,百千”企业提供场外,在,458,在:百千:百千”企业提供场外
百千”企业提供场外,风险,在,458,在:百千”企业提供场外:风险
工信厅,人行福州中心支行,在,"458,584,808,815",在:工信厅:人行福州中心支行
实体经济,风险,在,458,在:实体经济:风险
一企一策,乡村,在,459,在:一企一策:乡村
附件,科研基础设施,在,462,在:附件:科研基础设施
能源,电动福建,在,"463,761",在:能源:电动福建
省工信厅,省工信厅、发改委、国资委、农业农村厅、海洋渔业局、生态环境厅,在,463,在:省工信厅:省工信厅、发改委、国资委、农业农村厅、海洋渔业局、生态环境厅
省工信厅、发改委、国资委、农业农村厅、海洋渔业局、生态环境厅,人民政府,在,463,在:省工信厅、发改委、国资委、农业农村厅、海洋渔业局、生态环境厅:人民政府
能源,中小微企业,在,463,在:能源:中小微企业
信贷,信贷、债券,在,463,在:信贷:信贷、债券
信贷、债券,融资,在,463,在:信贷、债券:融资
融资,融资，减少对上下游,在,463,在:融资:融资，减少对上下游
快服贷,能源,在,463,在:快服贷:能源
能源,小微企业,在,463,在:能源:小微企业
龙头企业,龙头企业和小巨人企业,在,463,在:龙头企业:龙头企业和小巨人企业
能源,基金,在,463,在:能源:基金
厦门银保监局,人民政府,在,"463,503",在:厦门银保监局:人民政府
省工信厅、交通运输厅,人民政府,在,"463,808,815",在:省工信厅、交通运输厅:人民政府
省住建厅,工信厅,在,"463,708",在:省住建厅:工信厅
工信厅、公安厅,工信厅、公安厅、交通运输厅,在,463,在:工信厅、公安厅:工信厅、公安厅、交通运输厅
工信厅、公安厅、交通运输厅,人民政府,在,463,在:工信厅、公安厅、交通运输厅:人民政府
旅游,省工信厅,在,464,在:旅游:省工信厅
省工信厅,省工信厅、文旅厅,在,464,在:省工信厅:省工信厅、文旅厅
旅游,科技成果,在,464,在:旅游:科技成果
工业旅游,就业,在,464,在:工业旅游:就业
就业,旅游,在,464,在:就业:旅游
旅游,附件,在,464,在:旅游:附件
知识产权,知识产权、（商业秘密）明晰完整，归属本单位或技术来源正当合法，未剽窃他人成果，未侵犯他人的知识产权,在,464,在:知识产权:知识产权、（商业秘密）明晰完整，归属本单位或技术来源正当合法，未剽窃他人成果，未侵犯他人的知识产权
旅游,培训,在,464,在:旅游:培训
旅游,就业,在,464,在:旅游:就业
省工信厅,培训,在,465,在:省工信厅:培训
执法证件,执法证件，告知被监察单位实施节能监察的依据、内容、要求、方法及被监察单位权,在,465,在:执法证件:执法证件，告知被监察单位实施节能监察的依据、内容、要求、方法及被监察单位权
福建省,福建省文化和旅游厅关于印发创建福建省,在,"465,616",在:福建省:福建省文化和旅游厅关于印发创建福建省
福建省文化和旅游厅关于印发创建福建省,旅游,在,465,在:福建省文化和旅游厅关于印发创建福建省:旅游
人才,海峡杯”“八闽杯,在,468,在:人才:海峡杯”“八闽杯
海峡杯”“八闽杯,海峡杯”“八闽杯”等工业设计赛事活动获奖作品产业化,在,468,在:海峡杯”“八闽杯:海峡杯”“八闽杯”等工业设计赛事活动获奖作品产业化
泉州,一带一路,在,468,在:泉州:一带一路
一带一路,漳州,在,468,在:一带一路:漳州
漳州,莆田,在,"468,847",在:漳州:莆田
莆田,产业园,在,468,在:莆田:产业园
工业设计骨干企业，提升自有设计品牌，探索工业设计服务新模式，鼓励设计企业与制造业企业开展销售提成、项目股权等多种形式的战略合作,风险,在,468,在:工业设计骨干企业，提升自有设计品牌，探索工业设计服务新模式，鼓励设计企业与制造业企业开展销售提成、项目股权等多种形式的战略合作:风险
大数据,人工智能、区块链等新型技术融合，加快新工艺、新装备、新材料等在制造企业,在,468,在:大数据:人工智能、区块链等新型技术融合，加快新工艺、新装备、新材料等在制造企业
高校,高校、社会机构,在,468,在:高校:高校、社会机构
高校、社会机构,慕课,在,468,在:高校、社会机构:慕课
慕课,培训,在,468,在:慕课:培训
海峡杯”“八闽杯”“白鹭杯,海峡杯”“八闽杯”“白鹭杯”及海峡两岸工业设计创新大赛、“张三丰杯”竹产业、“何朝宗杯,在,468,在:海峡杯”“八闽杯”“白鹭杯:海峡杯”“八闽杯”“白鹭杯”及海峡两岸工业设计创新大赛、“张三丰杯”竹产业、“何朝宗杯
海峡杯”“八闽杯”“白鹭杯”及海峡两岸工业设计创新大赛、“张三丰杯”竹产业、“何朝宗杯,人才,在,468,在:海峡杯”“八闽杯”“白鹭杯”及海峡两岸工业设计创新大赛、“张三丰杯”竹产业、“何朝宗杯:人才
海峡杯”“八闽杯,高校,在,468,在:海峡杯”“八闽杯:高校
大赛,培训,在,468,在:大赛:培训
海峡杯,省人社厅,在,468,在:海峡杯:省人社厅
知识产权,护、转让,在,468,在:知识产权:护、转让
护、转让,培训,在,468,在:护、转让:培训
金融机构,账款,在,469,在:金融机构:账款
福建省,工作联席会议,在,471,在:福建省:工作联席会议
福建省,审计,在,471,在:福建省:审计
审计,福州,在,471,在:审计:福州
汽车,能源,在,471,在:汽车:能源
福州,福州中丰华盈联合会计师事务所2019年1651418076厦,在,471,在:福州:福州中丰华盈联合会计师事务所2019年1651418076厦
福州中丰华盈联合会计师事务所2019年1651418076厦,福州中丰华盈联合会计师事务所2019年1651418076厦门,在,471,在:福州中丰华盈联合会计师事务所2019年1651418076厦:福州中丰华盈联合会计师事务所2019年1651418076厦门
福州中丰华盈联合会计师事务所2019年1651418076厦门,福建省,在,471,在:福州中丰华盈联合会计师事务所2019年1651418076厦门:福建省
泉州,泉州市南安市东田,在,471,在:泉州:泉州市南安市东田
厦门,福建省,在,"471,679",在:厦门:福建省
莆田,莆田市,在,471,在:莆田:莆田市
厦门市,厦门市景舜,在,471,在:厦门市:厦门市景舜
厦门市景舜,福建省,在,471,在:厦门市景舜:福建省
厦门,厦门市,在,"471,621",在:厦门:厦门市
自主知识产权,自主知识产权且无产权,在,472,在:自主知识产权:自主知识产权且无产权
双创,培训,在,"472,789",在:双创:培训
创客中国,基金,在,"472,789",在:创客中国:基金
福建省,“产融云,在,472,在:福建省:“产融云
“产融云,贷款,在,472,在:“产融云:贷款
中小微企业,创业创新,在,"472,789",在:中小微企业:创业创新
中小企业,中小企业窗口服务平,在,472,在:中小企业:中小企业窗口服务平
省政府,省人社厅,在,475,在:省政府:省人社厅
省人社厅、财政厅,税务局,在,"475,803",在:省人社厅、财政厅:税务局
中小微企业,税务总局,在,475,在:中小微企业:税务总局
省政府,就延长阶段性减免企业三项社会保险费政策,在,475,在:省政府:就延长阶段性减免企业三项社会保险费政策
生产经营,省人社厅,在,475,在:生产经营:省人社厅
企业职工,就业,在,"475,803",在:企业职工:就业
福建省,税局,在,475,在:福建省:税局
能源,福建省,在,"477,684,781,805",在:能源:福建省
习近平,民营企业,在,478,在:习近平:民营企业
民营企业,民营经济,在,"478,824",在:民营企业:民营经济
市场准入,民营企业,在,"478,824",在:市场准入:民营企业
执法,审核,在,"478,664,752",在:执法:审核
审核,民营企业,在,478,在:审核:民营企业
民营企业,执法,在,478,在:民营企业:执法
民营企业,违法增设监管措施和惩戒措施,在,478,在:民营企业:违法增设监管措施和惩戒措施
金融,金融服务供给、科技创新,在,478,在:金融:金融服务供给、科技创新
金融服务供给、科技创新,人才,在,478,在:金融服务供给、科技创新:人才
金融机构,金缴纳涉企保证金,在,478,在:金融机构:金缴纳涉企保证金
银行机构,融资,在,478,在:银行机构:融资
银行机构,小微企业,在,478,在:银行机构:小微企业
银行,民营企业,在,"478,838",在:银行:民营企业
民营企业,信贷,在,478,在:民营企业:信贷
贷款,民营企业,在,"478,790",在:贷款:民营企业
贷款,贷款容忍度,在,478,在:贷款:贷款容忍度
民营企业,审核,在,478,在:民营企业:审核
生产经营,融资,在,478,在:生产经营:融资
贷款,贷款等比重，不随意抽贷、断贷,在,478,在:贷款:贷款等比重，不随意抽贷、断贷
贷款等比重，不随意抽贷、断贷,贷款等比重，不随意抽贷、断贷、压贷,在,478,在:贷款等比重，不随意抽贷、断贷:贷款等比重，不随意抽贷、断贷、压贷
贷款,贷款条件应当保持一致,在,478,在:贷款:贷款条件应当保持一致
账款,政府采购,在,478,在:账款:政府采购
政府采购,订单,在,478,在:政府采购:订单
民营企业,新三板,在,478,在:民营企业:新三板
新三板,上市,在,478,在:新三板:上市
小微企业,贴息,在,478,在:小微企业:贴息
纾困专项债,上市,在,478,在:纾困专项债:上市
上市,公司纾解股权质押,在,478,在:上市:公司纾解股权质押
公司纾解股权质押,风险,在,478,在:公司纾解股权质押:风险
风险,上市,在,478,在:风险:上市
省级财政,融资,在,478,在:省级财政:融资
账款,账款，确保无分歧拖欠账款,在,478,在:账款:账款，确保无分歧拖欠账款
账款，确保无分歧拖欠账款,账款,在,478,在:账款，确保无分歧拖欠账款:账款
审计,政府部门,在,478,在:审计:政府部门
民营企业,科技创新,在,478,在:民营企业:科技创新
民营企业,科研仪器,在,478,在:民营企业:科研仪器
海丝,民营企业,在,478,在:海丝:民营企业
民营企业,一带一路,在,478,在:民营企业:一带一路
一带一路,乡村,在,478,在:一带一路:乡村
马上就办,马上就办”，面向企业的依申请政务服务事项，除涉密外全部入驻省网上办事大厅和各地行政服务中心，实时更新,在,478,在:马上就办:马上就办”，面向企业的依申请政务服务事项，除涉密外全部入驻省网上办事大厅和各地行政服务中心，实时更新
一张网”，提升“全程网办、一网通办”和“一趟不用跑”、“最多跑一趟,马上办、网上办、掌上办、就近办,在,478,在:一张网”，提升“全程网办、一网通办”和“一趟不用跑”、“最多跑一趟:马上办、网上办、掌上办、就近办
风险,大数据,在,478,在:风险:大数据
大数据,大数据等技术,在,478,在:大数据:大数据等技术
大数据等技术,风险,在,478,在:大数据等技术:风险
民营企业,预警,在,478,在:民营企业:预警
习近平,习近平新时代中国特色社会主义思想，践行习近平生,在,479,在:习近平:习近平新时代中国特色社会主义思想，践行习近平生
培训,培训工作,在,479,在:培训:培训工作
人民政府,省政府,在,"480,791,797",在:人民政府:省政府
平潭综合实验区,高新技术企业,在,481,在:平潭综合实验区:高新技术企业
人民政府,省委,在,482,在:人民政府:省委
省委,工信厅,在,"482,497",在:省委:工信厅
工信厅,工信厅、民政厅、司法厅、财政厅、人社厅、自然资源厅、生态环境厅,在,482,在:工信厅:工信厅、民政厅、司法厅、财政厅、人社厅、自然资源厅、生态环境厅
省政府,省委,在,"482,560,819",在:省政府:省委
发展和改革委员会,就业,在,482,在:发展和改革委员会:就业
宜乡则乡,就业,在,482,在:宜乡则乡:就业
就业,村籍院校,在,482,在:就业:村籍院校
村籍院校,人才,在,482,在:村籍院校:人才
人民政府,人才,在,482,在:人民政府:人才
人才,人才落户,在,482,在:人才:人才落户
省政府,人才,在,482,在:省政府:人才
人民政府,落户政策,在,482,在:人民政府:落户政策
平潭综合实验区,职业、合法稳定住所（含租赁）为依据,在,482,在:平潭综合实验区:职业、合法稳定住所（含租赁）为依据
人才,公租房或实行相应的货币化补贴,在,482,在:人才:公租房或实行相应的货币化补贴
金融政策,人才,在,482,在:金融政策:人才
就业,营业执照,在,"482,830",在:就业:营业执照
面向通行管控系统的测温联动关键技术,产业化,在,483,在:面向通行管控系统的测温联动关键技术:产业化
产业化,科技助力经济2020,在,483,在:产业化:科技助力经济2020
科学技术厅,附件,在,"483,888",在:科学技术厅:附件
福建省,绿色制造名单，其中绿色工厂64家、绿色供应链18个、绿色园区6个、绿色设计产品20款,在,484,在:福建省:绿色制造名单，其中绿色工厂64家、绿色供应链18个、绿色园区6个、绿色设计产品20款
绿色制造名单，其中绿色工厂64家、绿色供应链18个、绿色园区6个、绿色设计产品20款,附件,在,484,在:绿色制造名单，其中绿色工厂64家、绿色供应链18个、绿色园区6个、绿色设计产品20款:附件
福建省,绿色供,在,484,在:福建省:绿色供
公共服务平台,附件,在,485,在:公共服务平台:附件
财政部,省级财政,在,485,在:财政部:省级财政
财政部,最后一公里,在,485,在:财政部:最后一公里
漳州,中小企业,在,485,在:漳州:中小企业
泉州,中小企业,在,"485,639",在:泉州:中小企业
漳州,漳州市,在,485,在:漳州:漳州市
产教融合改革,人才,在,486,在:产教融合改革:人才
人才,产教融合型企业试点计划,在,486,在:人才:产教融合型企业试点计划
省发改委,产教融合型企业的政策统筹、组织管理和监督实施工作,在,486,在:省发改委:产教融合型企业的政策统筹、组织管理和监督实施工作
省发改委,省发改委负责牵头向社会公开发布征集通知，省直有关部门及市级发改委,在,486,在:省发改委:省发改委负责牵头向社会公开发布征集通知，省直有关部门及市级发改委
省发改委,福建省,在,"486,735,892",在:省发改委:福建省
中小企业,科学技术厅,在,487,在:中小企业:科学技术厅
就业工作,劳动者,在,488,在:就业工作:劳动者
就业,就我省大力组织实施以工代训,在,488,在:就业:就我省大力组织实施以工代训
就业,就业，开展以工代训,在,488,在:就业:就业，开展以工代训
就业，开展以工代训,就业，开展以工代训并进行实名制登记的，可根据吸纳人数给予生产经营主体以工代训,在,488,在:就业，开展以工代训:就业，开展以工代训并进行实名制登记的，可根据吸纳人数给予生产经营主体以工代训
小微企业,就业,在,488,在:小微企业:就业
就业，开展以工代训,培训,在,488,在:就业，开展以工代训:培训
生产经营,中小微企业,在,488,在:生产经营:中小微企业
中小微企业,培训,在,"488,824",在:中小微企业:培训
培训,劳动者,在,"488,827",在:培训:劳动者
福建省补贴性职业培训管理平台”，向当地人社部门提交申请报告、以工代训,银行,在,488,在:福建省补贴性职业培训管理平台”，向当地人社部门提交申请报告、以工代训:银行
培训,培训对象资格、工资发放凭证，符合条件的按规定提供以工代训,在,488,在:培训:培训对象资格、工资发放凭证，符合条件的按规定提供以工代训
培训对象资格、工资发放凭证，符合条件的按规定提供以工代训,培训对象资格、工资发放凭证，符合条件的按规定提供以工代训补贴,在,488,在:培训对象资格、工资发放凭证，符合条件的按规定提供以工代训:培训对象资格、工资发放凭证，符合条件的按规定提供以工代训补贴
省政府,三品,在,490,在:省政府:三品
三品,福建省,在,490,在:三品:福建省
福建省,2020线上升级,在,490,在:福建省:2020线上升级
审核,审核批,在,491,在:审核:审核批
审核批,科技部,在,491,在:审核批:科技部
科技部,审核,在,491,在:科技部:审核
审核,面向通行管控系统的测温联动关键技术及产业化,在,491,在:审核:面向通行管控系统的测温联动关键技术及产业化
福建省,科技厅,在,"492,783",在:福建省:科技厅
福建省,专利奖评,在,493,在:福建省:专利奖评
税务局,金融,在,"494,539,738",在:税务局:金融
福建省,生产经营,在,494,在:福建省:生产经营
习近平,习近平生,在,496,在:习近平:习近平生
预警,预警及会商平台（三期,在,496,在:预警:预警及会商平台（三期
执法,执法监督和网格化监管体系,在,496,在:执法:执法监督和网格化监管体系
执法能力建设，实现流域管理的智能化,执法能力建设，实现流域管理的智能化与精准化,在,496,在:执法能力建设，实现流域管理的智能化:执法能力建设，实现流域管理的智能化与精准化
大数据,执法,在,496,在:大数据:执法
执法,附件,在,496,在:执法:附件
