word,label
贫,I-Eve
八,I-Eve
条,I-Eve
措,I-Eve
施,I-Eve
”,I-Eve
、,I-Eve
“,I-Eve
用,I-Eve
工,I-Eve
调,I-Eve
剂,I-Eve
平,I-Eve
台,I-Eve
建,I-Eve
设,I-Eve
管,I-Eve
理,I-Eve
办,I-Eve
法,E-Eve
”,O
（,O
征,O
求,O
意,O
见,O
稿,O
）,O
的,O
意,O
见,O
适,O
应,O
改,O
造,O
提,O
升,O
传,O
统,O
产,O
业,O
需,O
要,O
，,O
打,O
造,O
纺,O
织,O
、,O
鞋,O
服,O
、,O
食,O
品,O
、,O
冶,O
金,O
、,O
建,O
材,O
等,O
行,O
业,O
“,O
数,B-Eve
字,I-Eve
化,I-Eve
＋,I-Eve
”,I-Eve
“,I-Eve
标,I-Eve
准,I-Eve
化,I-Eve
＋,E-Eve
”,O
相,O
关,O
学,O
科,O
专,O
业,O
第,O
二,O
步,O
：,O
当,O
地,O
商,O
务,O
局,O
、,O
行,O
业,O
商,O
协,O
会,O
和,O
合,O
作,O
银,B-Org
行,E-Org
审,B-Eve
核,E-Eve
申,O
报,O
企,O
业,O
申,O
请,O
材,O
料,O
和,O
入,O
池,O
资,O
格,O
，,O
提,O
出,O
推,O
荐,O
意,O
见,O
，,O
加,O
盖,O
公,O
章,O
后,O
于,O
每,O
月,O
日,O
前,O
汇,O
总,O
相,O
关,O
材,O
料,O
统,O
一,O
寄,O
送,O
至,O
我,O
厅,O
财,O
务,O
处,O
创,O
新,O
教,O
育,O
培,B-Eve
训,E-Eve
方,O
式,O
，,O
鼓,O
励,O
行,O
业,O
企,O
业,O
将,O
职,B-Per
工,E-Per
培,B-Eve
训,E-Eve
机,O
构,O
设,O
在,O
职,B-Org
业,I-Org
院,I-Org
校,E-Org
，,O
购,O
买,O
培,B-Eve
训,E-Eve
服,O
务,O
福,B-Loc
建,I-Loc
省,E-Loc
发,B-Dep
展,I-Dep
和,I-Dep
改,I-Dep
革,I-Dep
委,I-Dep
员,I-Dep
会,E-Dep
（,O
责,O
任,O
单,O
位,O
：,O
省,B-Dep
直,I-Dep
有,I-Dep
关,I-Dep
单,I-Dep
位,E-Dep
，,O
各,O
设,O
区,O
市,O
人,B-Dep
民,I-Dep
政,I-Dep
府,E-Dep
、,O
平,O
潭,O
综,O
合,O
实,O
验,O
区,O
管,O
委,O
会,O
）,O
.,O
近,O
三,O
年,O
研,O
发,O
费,O
用,O
专,O
项,O
审,B-Eve
计,E-Eve
报,O
告,O
，,O
三,O
年,O
合,O
成,O
一,O
个,O
（,O
责,O
任,O
单,O
位,O
：,O
省,B-Dep
委,E-Dep
宣,O
传,O
部,O
、,O
省,B-Dep
发,I-Dep
改,I-Dep
委,E-Dep
牵,O
头,O
，,O
有,O
关,O
部,O
门,O
、,O
各,O
设,O
区,O
市,O
政,O
府,O
、,O
平,O
潭,O
综,O
合,O
实,O
验,O
区,O
管,O
委,O
会,O
负,O
责,O
）,O
闽,O
发,O
改,O
高,O
技,O
〔,O
〕,O
号,O
各,O
设,O
区,O
市,O
发,O
改,O
委,O
，,O
平,O
潭,O
综,O
合,O
实,O
验,O
区,O
经,O
发,O
局,O
，,O
相,O
关,O
高,O
校,O
、,O
科,O
研,O
单,O
位,O
、,O
省,O
属,O
企,O
业,O
：,O
附,B-Ent
件,E-Ent
：,O
.,O
省,O
级,O
高,B-Org
新,I-Org
技,I-Org
术,I-Org
企,I-Org
业,E-Org
备,O
案,O
申,O
报,O
材,O
料,O
装,O
订,O
顺,O
序,O
（,O
四,O
）,O
项,B-Org
目,I-Org
申,I-Org
报,I-Org
单,I-Org
位,E-Org
要,O
增,O
强,O
人,B-Per
才,E-Per
安,O
全,O
意,O
识,O
，,O
积,O
极,O
稳,O
妥,O
开,O
展,O
工,O
作,O
，,O
建,O
立,O
风,B-Eve
险,E-Eve
防,O
范,O
、,O
预,B-Eve
警,E-Eve
与,O
应,O
急,O
管,O
理,O
制,O
度,O
，,O
对,O
外,B-Per
国,I-Per
专,I-Per
家,E-Per
工,O
作,O
中,O
发,O
生,O
重,O
大,O
事,O
项,O
，,O
应,O
及,O
时,O
报,O
告,O
，,O
妥,O
善,O
处,O
理,O
国,B-Dep
务,I-Dep
院,E-Dep
办,O
公,O
厅,O
关,O
于,O
深,O
化,O
产,B-Eve
教,I-Eve
融,I-Eve
合,E-Eve
的,O
若,O
干,O
意,O
见,O
推,O
广,O
简,O
明,O
易,O
行,O
、,O
操,O
作,O
便,O
利,O
的,O
办,O
税,O
服,O
务,O
方,O
式,O
，,O
扩,O
大,O
纳,O
入,O
农,B-Ent
产,I-Ent
品,E-Ent
增,B-Ent
值,I-Ent
税,E-Ent
进,O
项,O
税,O
额,O
核,O
定,O
扣,O
除,O
试,O
点,O
范,O
围,O
，,O
加,O
快,O
落,O
实,O
退,O
还,O
符,O
合,O
条,O
件,O
的,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
增,B-Ent
值,I-Ent
税,E-Ent
期,O
末,O
留,O
抵,O
税,O
额,O
科,O
技,O
型,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
、,O
创,O
客,O
入,B-Org
驻,I-Org
管,I-Org
理,I-Org
机,I-Org
构,E-Org
和,O
省,O
大,B-Org
仪,I-Org
产,I-Org
权,I-Org
单,I-Org
位,E-Org
申,O
报,O
截,O
止,O
时,O
间,O
为,O
年,O
月,O
日,O
（,O
一,O
）,O
继,O
续,O
实,O
施,O
“,O
助,B-Eve
保,I-Eve
贷,E-Eve
”,O
，,O
进,O
一,O
步,O
落,O
实,O
与,O
各,O
银,B-Org
行,E-Org
签,O
订,O
的,O
合,B-Eve
作,I-Eve
协,I-Eve
议,E-Eve
，,O
制,O
定,O
出,O
台,O
鼓,O
励,O
金,B-Org
融,I-Org
机,I-Org
构,E-Org
支,O
持,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
融,B-Eve
资,E-Eve
的,O
具,O
体,O
措,O
施,O
四,O
、,O
信,O
息,O
衔,O
接,O
要,O
求,O
省,O
级,O
人,O
力,O
资,O
源,O
社,O
会,O
保,O
障,O
、,O
教,O
育,O
部,O
门,O
将,O
加,O
强,O
信,O
息,O
衔,O
接,O
工,O
作,O
调,O
度,O
，,O
及,O
时,O
准,O
确,O
做,O
好,O
离,O
校,O
未,O
就,B-Eve
业,E-Eve
高,B-Org
校,E-Org
毕,O
业,O
生,O
实,O
名,O
信,O
息,O
对,O
接,O
工,O
作,O
（,O
五,O
）,O
企,O
业,O
研,O
究,O
开,O
发,O
活,O
动,O
情,O
况,O
表,O
根,O
据,O
研,O
发,O
活,O
动,O
的,O
具,O
体,O
情,O
况,O
，,O
每,O
项,O
研,O
发,O
活,O
动,O
对,O
应,O
一,O
个,O
附,B-Ent
件,E-Ent
，,O
该,O
附,B-Ent
件,E-Ent
由,O
以,O
下,O
一,O
个,O
或,O
多,O
个,O
文,O
件,O
汇,O
总,O
成,O
一,O
个,O
，,O
包,O
括,O
：,O
立,O
项,O
报,O
告,O
、,O
中,O
期,O
报,O
告,O
、,O
验,O
收,O
报,O
告,O
或,O
结,O
题,O
报,O
告,O
（,O
已,O
验,O
收,O
或,O
结,O
题,O
项,O
目,O
）,O
等,O
各,O
设,O
区,O
市,O
经,O
信,O
部,O
门,O
要,O
认,O
真,O
组,O
织,O
辖,O
区,O
内,O
“,O
专,B-Eve
精,I-Eve
特,I-Eve
新,E-Eve
”,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
做,O
好,O
注,O
册,O
和,O
数,O
据,O
报,O
送,O
工,O
作,O
建,O
设,O
完,O
善,O
福,B-Loc
建,I-Loc
省,E-Loc
征,B-Org
信,I-Org
业,I-Org
务,I-Org
综,I-Org
合,I-Org
平,I-Org
台,E-Org
，,O
对,O
“,O
金,B-Eve
融,I-Eve
机,I-Eve
构,I-Eve
关,I-Eve
注,I-Eve
度,I-Eve
高,I-Eve
、,I-Eve
时,I-Eve
间,I-Eve
节,I-Eve
点,I-Eve
性,I-Eve
强,I-Eve
、,I-Eve
对,I-Eve
防,I-Eve
范,I-Eve
信,I-Eve
贷,I-Eve
风,I-Eve
险,I-Eve
有,I-Eve
重,I-Eve
要,I-Eve
意,I-Eve
义,E-Eve
”,O
的,O
领,O
域,O
继,O
续,O
推,O
进,O
非,O
银,B-Org
行,E-Org
信,O
息,O
互,O
联,O
共,O
享,O
，,O
形,O
成,O
守,O
信,O
获,O
益,O
、,O
失,O
信,O
惩,O
戒,O
，,O
一,O
处,O
失,O
信,O
、,O
处,O
处,O
受,O
制,O
的,O
社,O
会,O
诚,O
信,O
氛,O
围,O
分,O
地,O
区,O
完,O
成,O
投,O
资,O
目,O
标,O
任,O
务,O
为,O
：,O
福,B-Loc
州,E-Loc
市,O
.,O
亿,O
元,O
，,O
厦,B-Loc
门,I-Loc
市,E-Loc
.,O
亿,O
元,O
，,O
漳,B-Loc
州,E-Loc
市,O
.,O
亿,O
元,O
，,O
泉,B-Loc
州,E-Loc
市,O
.,O
亿,O
元,O
，,O
莆,B-Loc
田,E-Loc
市,O
.,O
亿,O
元,O
，,O
宁,O
德,O
市,O
.,O
亿,O
元,O
，,O
平,B-Loc
潭,I-Loc
综,I-Loc
合,I-Loc
实,I-Loc
验,I-Loc
区,E-Loc
.,O
亿,O
元,O
，,O
厦,B-Loc
门,E-Loc
大,O
学,O
、,O
集,O
美,O
大,O
学,O
等,O
高,O
等,O
院,O
校,O
.,O
亿,O
元,O
各,O
设,O
区,O
市,O
商,O
务,O
局,O
、,O
财,O
政,O
局,O
、,O
人,O
社,O
局,O
、,O
工,O
商,O
局,O
、,O
质,O
监,O
局,O
、,O
妇,B-Dep
联,E-Dep
、,O
总,O
工,O
会,O
，,O
平,B-Loc
潭,I-Loc
综,I-Loc
合,I-Loc
实,I-Loc
验,I-Loc
区,E-Loc
经,O
发,O
局,O
、,O
财,O
政,O
金,B-Eve
融,E-Eve
局,O
、,O
社,B-Dep
会,I-Dep
事,I-Dep
业,I-Dep
局,E-Dep
、,O
工,O
商,O
局,O
、,O
质,O
监,O
局,O
、,O
妇,O
工,O
委,O
，,O
有,O
关,O
产,O
业,O
（,O
系,O
统,O
）,O
工,O
会,O
：,O
推,O
动,O
辖,O
内,O
各,O
银,B-Org
行,E-Org
业,O
机,O
构,O
提,O
高,O
小,B-Org
微,I-Org
企,I-Org
业,E-Org
业,O
务,O
的,O
考,O
核,O
分,O
值,O
权,O
重,O
，,O
将,O
小,B-Org
微,I-Org
企,I-Org
业,E-Org
业,O
务,O
考,O
核,O
指,O
标,O
完,O
成,O
情,O
况,O
、,O
监,O
管,O
政,O
策,O
落,B-Eve
实,I-Eve
情,I-Eve
况,E-Eve
与,O
分,O
支,O
机,O
构,O
主,O
要,O
负,O
责,O
人,O
考,O
核,O
评,O
优,O
及,O
提,O
拔,O
任,O
用,O
挂,O
钩,O
年,O
度,O
创,B-Eve
新,I-Eve
券,E-Eve
专,B-Eve
项,I-Eve
资,I-Eve
金,E-Eve
分,O
配,O
到,O
各,O
设,O
区,O
市,O
和,O
省,O
大,O
仪,O
办,O
管,O
理,O
，,O
分,O
配,O
到,O
设,O
区,O
市,O
的,O
资,O
金,O
按,O
财,B-Eve
政,I-Eve
资,I-Eve
金,E-Eve
转,O
移,O
支,O
付,O
的,O
管,O
理,O
规,O
定,O
提,O
前,O
下,O
达,O
省,O
里,O
将,O
依,O
托,O
就,B-Eve
业,E-Eve
创,O
业,O
服,O
务,O
网,O
建,O
立,O
就,B-Eve
业,E-Eve
“,O
红,B-Eve
娘,I-Eve
”,I-Eve
帮,I-Eve
扶,I-Eve
就,I-Eve
业,I-Eve
困,I-Eve
难,I-Eve
高,I-Eve
校,I-Eve
毕,I-Eve
业,I-Eve
生,I-Eve
实,I-Eve
名,I-Eve
制,I-Eve
就,I-Eve
业,I-Eve
服,I-Eve
务,I-Eve
平,I-Eve
台,I-Eve
，,I-Eve
协,I-Eve
同,I-Eve
招,I-Eve
聘,I-Eve
信,I-Eve
息,I-Eve
、,I-Eve
手,I-Eve
机,I-Eve
短,I-Eve
信,I-Eve
等,I-Eve
平,I-Eve
台,I-Eve
，,I-Eve
为,I-Eve
各,I-Eve
地,I-Eve
建,I-Eve
立,I-Eve
就,I-Eve
业,I-Eve
“,I-Eve
红,I-Eve
娘,I-Eve
”,I-Eve
帮,I-Eve
扶,I-Eve
工,I-Eve
作,I-Eve
台,I-Eve
账,I-Eve
，,I-Eve
为,I-Eve
就,I-Eve
业,I-Eve
“,I-Eve
红,I-Eve
娘,E-Eve
”,O
开,O
展,O
就,B-Eve
业,E-Eve
帮,O
扶,O
提,O
供,O
平,O
台,O
支,O
撑,O
技,O
术,O
问,O
题,O
咨,O
询,O
：,O
（,O
）,O
联,O
系,O
方,O
式,O
：,O
（,O
）,O
附,B-Ent
件,E-Ent
：,O
.,O
福,B-Loc
建,I-Loc
省,E-Loc
毕,O
业,O
生,O
就,O
业,O
创,O
业,O
公,O
共,O
服,O
务,O
网,O
手,O
机,O
二,O
维,O
码,O
.,O
下,O
载,O
导,O
入,O
模,O
板,O
操,O
作,O
年,O
月,O
日,O
各,O
设,O
区,O
市,O
人,O
力,O
资,O
源,O
和,O
社,O
会,O
保,O
障,O
局,O
，,O
平,O
潭,O
综,O
合,O
实,O
验,O
区,O
社,O
会,O
事,O
业,O
局,O
、,O
综,O
合,O
执,O
法,O
局,O
：,O
支,O
持,O
鼓,O
励,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
通,O
过,O
股,O
权,O
再,O
融,B-Eve
资,E-Eve
、,O
债,O
券,O
融,B-Eve
资,E-Eve
、,O
并,O
购,O
重,O
组,O
、,O
私,O
募,O
创,O
投,O
等,O
渠,O
道,O
筹,O
集,O
发,O
展,O
资,O
金,O
为,O
重,O
要,O
抓,O
手,O
，,O
努,O
力,O
推,O
动,O
各,O
项,O
民,B-Org
营,I-Org
（,I-Org
中,I-Org
小,I-Org
）,I-Org
企,I-Org
业,E-Org
扶,O
持,O
政,O
策,O
落,O
地,O
见,O
效,O
，,O
持,O
续,O
优,O
化,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
创,O
业,O
、,O
创,O
新,O
、,O
创,O
造,O
环,O
境,O
，,O
促,O
进,O
全,O
省,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
高,O
质,O
量,O
发,O
展,O
．,O
拥,O
有,O
自,B-Ent
主,I-Ent
知,B-Ent
识,I-Ent
产,I-Ent
权,E-Ent
或,O
与,O
外,O
方,O
共,O
享,O
知,B-Ent
识,I-Ent
产,I-Ent
权,E-Ent
的,O
原,O
创,O
产,O
品,O
，,O
弘,O
扬,O
我,O
国,O
优,O
秀,O
传,O
统,O
文,O
化,O
，,O
对,O
加,O
深,O
世,O
界,O
各,O
国,O
对,O
中,O
国,O
的,O
了,O
解,O
具,O
有,O
积,O
极,O
意,O
义,O
结,O
合,O
实,O
施,O
创,O
新,O
驱,O
动,O
发,O
展,O
战,O
略,O
、,O
区,O
域,O
协,O
调,O
发,O
展,O
战,O
略,O
、,O
乡,B-Org
村,E-Org
振,O
兴,O
战,O
略,O
和,O
新,O
型,O
城,O
镇,O
化,O
等,O
重,O
大,O
战,O
略,O
，,O
统,O
筹,O
优,O
化,O
教,O
育,O
和,O
产,O
业,O
结,O
构,O
，,O
同,O
步,O
规,O
划,O
产,B-Eve
教,I-Eve
融,I-Eve
合,I-Eve
发,I-Eve
展,E-Eve
政,O
策,O
措,O
施,O
、,O
支,O
持,O
方,O
式,O
、,O
实,O
现,O
途,O
径,O
和,O
重,O
大,O
项,O
目,O
各,O
地,O
要,O
进,O
一,O
步,O
畅,O
通,O
劳,B-Per
动,I-Per
者,E-Per
举,O
报,O
投,O
诉,O
渠,O
道,O
，,O
切,O
实,O
发,O
挥,O
劳,O
动,O
保,O
障,O
监,O
察,O
举,O
报,O
投,O
诉,O
案,O
件,O
省,O
级,O
联,O
动,O
处,O
理,O
机,O
制,O
作,O
用,O
，,O
方,O
便,O
劳,B-Per
动,I-Per
者,E-Per
维,O
权,O
，,O
为,O
劳,B-Per
动,I-Per
者,E-Per
提,O
供,O
优,O
质,O
高,O
效,O
的,O
执,B-Eve
法,E-Eve
服,O
务,O
责,O
任,O
单,O
位,O
：,O
省,B-Dep
教,I-Dep
育,I-Dep
厅,E-Dep
、,O
人,O
社,O
厅,O
、,O
工,B-Dep
信,I-Dep
厅,E-Dep
、,O
发,O
改,O
委,O
、,O
财,O
政,O
厅,O
、,O
国,O
资,O
委,O
、,O
机,O
关,O
管,O
理,O
局,O
，,O
各,O
相,O
关,O
行,O
业,O
主,O
管,O
部,O
门,O
，,O
各,O
设,O
区,O
市,O
人,B-Dep
民,I-Dep
政,I-Dep
府,E-Dep
、,O
平,O
潭,O
综,O
合,O
实,O
验,O
区,O
管,O
委,O
会,O
附,B-Ent
件,I-Ent
材,I-Ent
料,E-Ent
包,O
含,O
专,O
家,O
身,O
份,O
信,O
息,O
、,O
重,O
要,O
教,O
育,O
背,O
景,O
、,O
主,O
要,O
成,O
果,O
成,O
就,O
等,O
有,O
关,O
证,O
明,O
材,O
料,O
复,O
印,O
件,O
，,O
并,O
须,O
齐,O
缝,O
加,O
盖,O
项,B-Org
目,I-Org
申,I-Org
报,I-Org
单,I-Org
位,E-Org
公,O
章,O
为,O
进,O
一,O
步,O
优,O
化,O
办,O
税,O
服,O
务,O
，,O
减,O
轻,O
纳,B-Per
税,I-Per
人,E-Per
负,O
担,O
，,O
加,O
快,O
出,O
口,O
退,O
税,O
进,O
度,O
，,O
国,B-Dep
家,I-Dep
税,I-Dep
务,I-Dep
总,I-Dep
局,E-Dep
福,B-Loc
建,I-Loc
省,E-Loc
税,B-Dep
务,I-Dep
局,E-Dep
决,O
定,O
在,O
全,O
省,O
(,O
不,O
含,O
厦,B-Loc
门,E-Loc
),O
范,O
围,O
内,O
将,O
出,O
口,O
退,O
（,O
免,O
）,O
税,O
无,O
纸,O
化,O
申,O
报,O
业,O
务,O
范,O
围,O
扩,O
大,O
至,O
出,O
口,O
企,O
业,O
出,O
口,O
退,O
（,O
免,O
）,O
税,O
相,O
关,O
证,O
明,O
的,O
申,O
请,O
办,O
理,O
-,O
年,O
福,B-Loc
建,I-Loc
省,E-Loc
农,B-Ent
业,I-Ent
机,I-Ent
械,E-Ent
购,O
置,O
补,O
贴,O
实,O
施,O
意,O
见,O
福,B-Loc
建,I-Loc
省,E-Loc
人,B-Dep
民,I-Dep
政,I-Dep
府,E-Dep
关,O
于,O
进,O
一,O
步,O
支,O
持,O
全,O
省,O
中,B-Org
小,I-Org
企,I-Org
业,E-Org
发,O
展,O
十,O
条,O
措,O
施,O
的,O
通,O
知,O
，,O
适,O
用,O
与,O
大,O
陆,O
企,O
业,O
同,O
等,O
政,O
策,O
”,O
、,O
“,O
台,B-Eve
湾,I-Eve
同,I-Eve
胞,I-Eve
来,I-Eve
闽,I-Eve
就,I-Eve
业,I-Eve
创,I-Eve
业,I-Eve
的,I-Eve
，,I-Eve
按,I-Eve
规,I-Eve
定,I-Eve
同,I-Eve
等,I-Eve
享,I-Eve
受,I-Eve
福,I-Eve
建,I-Eve
居,I-Eve
民,I-Eve
就,I-Eve
业,I-Eve
创,I-Eve
业,I-Eve
优,I-Eve
惠,I-Eve
政,I-Eve
策,E-Eve
”,O
等,O
事,O
项,O
，,O
各,O
地,O
发,O
改,O
委,O
要,O
积,O
极,O
配,O
合,O
当,O
地,O
有,O
关,O
部,O
门,O
共,O
同,O
做,O
好,O
相,O
关,O
工,O
作,O
对,O
“,O
员,B-Eve
工,I-Eve
购,I-Eve
买,I-Eve
商,I-Eve
业,I-Eve
保,I-Eve
险,E-Eve
”,O
认,O
定,O
，,O
以,O
保,B-Org
险,I-Org
公,I-Org
司,E-Org
提,O
供,O
的,O
保,O
单,O
、,O
发,O
票,O
及,O
员,O
工,O
银,B-Org
行,E-Org
工,O
资,O
流,O
水,O
凭,O
证,O
为,O
准,O
资,O
金,O
拨,O
付,O
后,O
，,O
各,O
地,O
商,O
务,O
、,O
财,B-Dep
政,I-Dep
部,E-Dep
门,O
应,O
于,O
年,O
月,O
底,O
前,O
将,O
相,O
关,O
工,O
作,O
实,O
施,O
情,O
况,O
（,O
含,O
项,O
目,O
进,O
展,O
情,O
况,O
、,O
资,O
金,O
拨,O
付,O
情,O
况,O
、,O
项,O
目,O
效,O
益,O
、,O
绩,O
效,O
评,O
价,O
等,O
）,O
书,O
面,O
材,O
料,O
报,O
送,O
省,B-Dep
商,I-Dep
务,I-Dep
厅,E-Dep
、,O
省,B-Dep
财,I-Dep
政,I-Dep
厅,E-Dep
对,O
从,O
企,O
业,O
直,O
接,O
录,O
用,O
的,O
高,O
技,O
能,O
人,B-Per
才,E-Per
，,O
鼓,O
励,O
按,O
有,O
关,O
规,O
定,O
申,O
报,O
评,O
审,O
中,O
级,O
及,O
以,O
上,O
实,B-Eve
习,E-Eve
指,O
导,O
教,B-Per
师,E-Per
职,O
称,O
进,O
一,O
步,O
完,O
善,O
党,O
政,O
领,O
导,O
与,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
家,E-Per
恳,O
谈,O
会,O
制,O
度,O
，,O
主,O
要,O
负,O
责,O
同,O
志,O
要,O
经,O
常,O
听,O
取,O
民,B-Org
营,I-Org
企,I-Org
业,E-Org
反,O
映,O
和,O
诉,O
求,O
各,O
地,O
要,O
认,O
真,O
贯,O
彻,O
落,O
实,O
省,B-Dep
政,I-Dep
府,E-Dep
关,O
于,O
保,O
障,O
元,O
旦,O
春,O
节,O
“,O
两,B-Eve
节,I-Eve
”,I-Eve
期,I-Eve
间,I-Eve
生,I-Eve
产,I-Eve
稳,I-Eve
定,I-Eve
运,I-Eve
行,I-Eve
的,I-Eve
工,I-Eve
作,I-Eve
部,I-Eve
署,I-Eve
，,I-Eve
支,I-Eve
持,I-Eve
企,I-Eve
业,I-Eve
多,I-Eve
措,I-Eve
并,I-Eve
举,I-Eve
做,I-Eve
好,I-Eve
稳,I-Eve
工,I-Eve
引,I-Eve
工,I-Eve
工,I-Eve
作,I-Eve
，,I-Eve
切,I-Eve
实,I-Eve
加,I-Eve
强,I-Eve
“,I-Eve
两,I-Eve
节,E-Eve
”,O
期,O
间,O
企,O
业,O
用,O
工,O
保,O
障,O
（,O
一,O
）,O
促,O
进,O
农,B-Ent
产,I-Ent
品,E-Ent
加,B-Eve
工,I-Eve
业,E-Eve
提,O
升,O
支,O
持,O
引,O
进,O
具,O
有,O
跨,O
国,O
经,O
营,O
、,O
跨,O
文,O
化,O
管,O
理,O
能,O
力,O
的,O
企,B-Per
业,I-Per
家,E-Per
和,O
战,O
略,O
规,O
划,O
外,B-Per
国,I-Per
专,I-Per
家,E-Per
福,B-Loc
建,I-Loc
省,E-Loc
“,O
十,B-Eve
三,I-Eve
五,E-Eve
”,O
战,O
略,O
性,O
新,B-Eve
兴,I-Eve
产,I-Eve
业,E-Eve
创,O
新,O
平,O
台,O
建,O
设,O
指,O
导,O
目,O
录,O
（,O
闽,O
科,O
社,O
〔,O
〕,O
号,O
）,O
有,O
关,O
规,O
定,O
，,O
现,O
将,O
年,O
度,O
福,B-Loc
建,I-Loc
省,E-Loc
仿,B-Ent
制,I-Ent
药,E-Ent
质,O
量,O
和,O
疗,O
效,O
一,O
致,O
性,O
评,O
价,O
资,O
金,O
补,O
助,O
有,O
关,O
申,O
报,O
事,O
项,O
通,O
知,O
如,O
下,O
：,O
福,B-Loc
建,I-Loc
省,E-Loc
工,B-Dep
业,I-Dep
和,I-Dep
信,I-Dep
息,I-Dep
化,I-Dep
厅,E-Dep
当,O
前,O
共,O
享,O
经,O
济,O
与,O
实,B-Org
体,I-Org
经,I-Org
济,E-Org
融,O
合,O
不,O
断,O
加,O
深,O
，,O
向,O
生,O
产,O
领,O
域,O
、,O
公,O
共,O
服,O
务,O
领,O
域,O
加,O
快,O
渗,O
透,O
，,O
保,O
持,O
持,O
续,O
增,O
长,O
的,O
势,O
头,O
，,O
并,O
将,O
重,O
塑,O
就,B-Eve
业,E-Eve
结,O
构,O
鼓,O
励,O
各,O
类,O
创,O
新,O
主,O
体,O
参,O
与,O
和,O
开,O
展,O
共,O
享,O
经,O
济,O
相,O
关,O
标,O
准,O
的,O
制,O
定,O
，,O
对,O
共,O
享,O
经,O
济,O
企,O
业,O
亟,O
需,O
授,O
权,O
的,O
发,B-Ent
明,I-Ent
专,I-Ent
利,E-Ent
申,O
请,O
，,O
推,O
荐,O
国,O
家,O
知,B-Ent
识,I-Ent
产,I-Ent
权,E-Ent
局,O
优,O
先,O
审,O
查,O
．,O
自,O
主,O
开,O
发,O
、,O
生,O
产,O
和,O
拥,O
有,O
自,B-Ent
主,I-Ent
知,B-Ent
识,I-Ent
产,I-Ent
权,E-Ent
的,O
文,O
化,O
产,O
品,O
和,O
服,O
务,O
的,O
情,O
况,O
说,O
明,O
及,O
有,O
关,O
证,O
明,O
材,O
料,O
（,O
包,O
括,O
作,O
品,O
版,O
权,O
登,O
记,O
证,O
书,O
或,O
专,O
利,O
证,O
书,O
等,O
知,B-Ent
识,I-Ent
产,I-Ent
权,E-Ent
证,O
书,O
的,O
复,O
印,O
件,O
）,O
企,B-Per
业,I-Per
职,I-Per
工,E-Per
培,B-Eve
训,E-Eve
和,O
继,O
续,O
教,O
育,O
的,O
学,O
习,O
成,O
果,O
，,O
可,O
依,O
照,O
有,O
关,O
规,O
定,O
和,O
办,O
法,O
与,O
职,B-Org
业,I-Org
院,I-Org
校,E-Org
教,O
育,O
实,O
现,O
互,O
认,O
和,O
衔,O
接,O
关,O
于,O
积,O
极,O
推,O
进,O
“,O
互,B-Eve
联,I-Eve
网,I-Eve
+,E-Eve
”,O
行,O
动,O
实,O
施,O
方,O
案,O
的,O
通,O
知,O
责,O
任,O
单,O
位,O
：,O
省,B-Dep
教,I-Dep
育,I-Dep
厅,E-Dep
、,O
人,O
社,O
厅,O
、,O
财,O
政,O
厅,O
、,O
国,O
资,O
委,O
、,O
机,O
关,O
管,O
理,O
局,O
，,O
各,O
设,O
区,O
市,O
人,B-Dep
民,I-Dep
政,I-Dep
府,E-Dep
、,O
平,O
潭,O
综,O
合,O
实,O
验,O
区,O
管,O
委,O
会,O
区,O
域,O
内,O
建,O
档,O
立,O
卡,O
贫,B-Org
困,I-Org
村,E-Org
的,O
贫,B-Per
困,I-Per
农,I-Per
户,E-Per
数,O
户,O
以,O
上,O
户,O
以,O
下,O
的,O
县,O
鼓,O
励,O
建,O
立,O
农,O
户,O
创,O
业,O
培,B-Eve
训,E-Eve
中,O
心,O
建,O
立,O
总,O
部,O
企,O
业,O
引,O
进,O
人,B-Per
才,E-Per
绿,B-Ent
色,I-Ent
通,I-Ent
道,E-Ent
相,O
关,O
部,O
门,O
应,O
以,O
需,O
求,O
和,O
问,O
题,O
为,O
导,O
向,O
，,O
积,O
极,O
探,O
索,O
监,O
管,O
体,O
制,O
创,O
新,O
，,O
建,O
立,O
完,O
善,O
风,B-Eve
险,E-Eve
监,O
测,O
和,O
监,O
督,O
抽,O
查,O
制,O
度,O
，,O
加,O
强,O
随,O
机,O
检,O
查,O
，,O
逐,O
步,O
完,O
善,O
“,O
风,B-Eve
险,I-Eve
预,I-Eve
警,I-Eve
、,I-Eve
网,I-Eve
上,I-Eve
抽,I-Eve
查,I-Eve
、,I-Eve
源,I-Eve
头,I-Eve
追,I-Eve
溯,I-Eve
、,I-Eve
属,I-Eve
地,I-Eve
查,I-Eve
处,I-Eve
、,I-Eve
诚,I-Eve
信,I-Eve
管,I-Eve
理,E-Eve
”,O
的,O
工,O
作,O
机,O
制,O
，,O
促,O
进,O
共,O
享,O
经,O
济,O
健,O
康,O
发,O
展,O
福,B-Loc
建,I-Loc
省,E-Loc
发,B-Dep
