num,sentence,entity,compare,num
440,省内首台（套）重大技术装备按不超过市场销售单价的30%进行补助,省内、(技术装备)按、市场、单价,不超过,首台、30%
440,最高补助金额不超过100万元,(最高补助)金额,不超过,100万元
440,本项补助与“支持智能制造首台（套）”按“就高不重复”原则补助,智能、(高不重复”)原则、(原则)补助,,首台
440,申报条件,(申报)条件,,
440,（1）企业在厦门市依法设立并具有独立法人资格,企业、厦门市、(独立)法人资格,,1
440,未列入联合惩戒范围,(联合惩戒)范围,,
440,（2）已获得福建省首台（套）重大技术装备认定的装备生产企业,福建省、(认定的装备生产)企业、(装备生产)企业,,2、首台
440,申报材料：,申报材料,,
440,（1）《承诺书》（附件1）,(1）《)承诺书、附件,,1）《承诺书、1
440,（2）《2019年首台（套）重大技术装备与智能制造装备补助资金申请表》（附件2）,(2）《2019年首台（套）重大技术装备与智能制造装备补助资金)申请表、(装备补助)资金、申请表、附件,,2）《2019年首台（套）重大技术装备与智能制造装备补助资金申请表、、2
440,（3）企业营业执照或事业单位法人证书副本复印件,(3）企业)营业执照、(企业)营业执照、(事业单位法人)证书、(副本)复印件,,3）企业营业执照
440,（4）首台（套）重大技术装备制造方和用户方所签订的正规合同及财务票据复印件,(4）首台（套）重大技术装备制造方和用户方所签订的正规)合同、(重大技术装备制造)方、(用户)方、(签订的正规)合同、(正规)合同、(财务)票据、复印件,,4）首台（套）重大技术装备制造方和用户方所签订的正规合同、
440,（5）专项审计报告（由具备相关资质,(5）专项审计)报告、(专项审计)报告、(相关)资质,,5）专项审计报告
440,无不良信用记录的会计师事务所出具）,(无不良信用记录的会计师)事务所、(会计师)事务所,,
440,（6）企业产品经认定列入《福建省首台（套）重大技术装备认定名单》的相关材料,(企业)产品、福建省、(相关)材料,,6、首台
440,联系方式：行业管理处（薛钟慰,联系方式、(行业)管理处、薛钟慰,,
440,0592-2896584,,,0592-2896584
440,刘华真,刘华真,,
440,0592-2896871）,,,0592-2896871
440,地址：厦门市思明区湖滨北路61号市政府大院东楼607室,地址、(厦门市思明区湖滨北路61号市政府)大院、室,,61号
440,发展壮大智能制造装备产业,智能、(装备)产业,,
440,对智能装备制造企业产值首次超过2亿元、4亿元、10亿元的,(智能)装备、产值、首次,超过,2亿元、4亿元、
440,给予100万元奖励,,,100万元
440,申报条件,(申报)条件,,
440,（1）申报单位须为在厦门市依法设立的独立法人工业企业,(申报)单位、厦门市、(设立的独立法人工业)企业、(独立法人工业)企业,,1
440,未列入联合惩戒与涉黑涉恶对象,(涉黑涉恶)对象,,
440,（2）主要产品为具有感知、分析、推理、决策、控制功能的智能制造装备,(主要)产品、(感知、分析、推理、决策、控制功能的智能制造)装备、(控制)功能、智能、(制造)装备,,2
440,符合工信部《2018年智能制造综合标准化与新模式应用项目申报要求》及国家统计局《战略性新兴产业分类（2018）》中明确的产品分类（附件7）,(工信部《2018年智能制造综合标准化与新模式应用项目申报)要求、(2018年)智能、(制造综合标准化与新模式应用项目申报)要求、(申报)要求、国家统计局、(战略性)新兴产业、中、(明确的)产品、附件,,2018、7
440,（3）2016-2018年每年智能制造装备产品销售收入占企业主营业务收入的比重不低于60%,2018年、(智能制造)装备、收入、(企业)主营、(的)比重,不低于,3、2016、60%
440,（4）2016-2018年企业每年研发投入（年度实际享受研发费用税前加计括除政策的研发经费数额）占主营业务收入比重不低于4%,(2018年)企业、年度、(享受研发费用税)前、(政策的研发)经费、(研发)经费、数额、(主营)业务收入、比重,不低于,4、2016、4%
440,（5）2018年度企业产值首次（自2015年统计年度起计）超过2亿元、4亿元或10亿元（以企业纳入规模以上工业统计产值认定）,(2018)年度、产值、(2015年统计)年度、(起计)）、企业、(规模)以上、产值,超过,5、2018年度、首次、2018年度企业产值首次（自2015年统计年度起计）超过2亿元、4亿元、
440,申报材料：,申报材料,,
440,（1）《承诺书》（附件1）,(1）《)承诺书、附件,,1）《承诺书、1
440,（2）《厦门市智能制造装备企业产值上台阶奖励申请表》（附件4,(2）《厦门市智能制造装备企业产值上台阶奖励)申请表、(厦门市智能制造装备)企业、(制造装备)企业、申请表、附件,,2）《厦门市智能制造装备企业产值上台阶奖励申请表、4
440,表格空间若不足,(表格)空间,,
440,可另附材料）,(可另附)材料,,
440,（3）专项审计报告（由具备相关资质,(3）专项审计)报告、(专项审计)报告、(相关)资质,,3）专项审计报告
440,无不良信用记录的会计师事务所出具,(无不良信用记录的会计师)事务所、(会计师)事务所,,
440,报告内容应包括企业2016-2018年主营业务收入情况、分产品销售收入情况、研发投入情况,(报告)内容、企业、(2018年主营业务收入)情况、(产品销售)收入、情况、情况,,2016
440,并对研发投入占主营业务收入比重和分产品销售收入占主营业务收入比重情况作出明确结论,(主营)业务收入、比重、(分产品销售)收入、(主营)业务收入、情况、(明确)结论,,
440,其中主营业务收入等数据必须与企业的税务清缴报告一致,(其中主营业务收入等)数据、(企业的)税务、(清缴)报告,,
440,参考见附件5）,附件,,5
440,（4）企业主要产品属于《战略性新兴产业分类（2018）》及《2018年智能制造综合标准化与新模式应用项目申报要求》的智能制造装备产品的相关证明材料（含客户提供的智能装备产品应用证明）,(企业主要)产品、(属于《战略性新兴产业分类（2018）》及《2018年智能制造综合标准化与新模式应用项目申报要求》的智能制造装备产品的相关证明)材料、(战略性)新兴产业、(分类（2018）》及《2018年智能制造综合标准化与新模式应用项目申报要求》的智能制造装备)产品、(2018年)智能、(制造综合标准化与新模式应用项目申报)要求、(申报)要求、智能、(制造)装备、产品、(相关证明)材料、客户、(提供的智能装备)产品、(智能)装备、产品,,4、2018
440,并对所生产的智能装备产品的感知、推理、决策、控制等功能进行相应表述（参考附件6格式）,(生产的智能装备)产品、(智能)装备、产品、(感知、推理、决策、控制等)功能、(参考)附件、格式,,
440,（5）企业2016-2018年向统计部门报送的产值情况表（即规模以上工业企业B204统计表）,企业、2018年、(统计)部门、(报送的产值)情况表、(产值)情况表、(规模)以上、统计表,,5、2016
440,（6）企业2016-2018年向税务部门提交的企业所得税汇算清缴鉴证报告,企业、2018年、(税务)部门、企业所得税、汇算、(鉴证)报告,,6、2016
440,并含2016-2018年度的A107012研发费用加计括除优费明细表,(2018)年度、(A107012研发)费用、(优费)明细表,,2016、2018年度
440,联系方式：经济运行处（朱永上：0592-2896815）,联系方式、(经济运行)处、朱永上,,0592-2896815
440,地址：思明区湖滨北路61号市政府大院东楼824室,地址、(思明区湖滨北路61号市政府)大院、室,,61号
440,附件：,附件,,
440,承诺书,承诺书,,
440,2019年首台（套）重大技术装备与智能制造装备补助资金申请表,2019年、智能、(装备补助)资金、申请表,,首台
440,2019年首台（套）重大技术装备与智能制造装备保费补贴资金申请表,2019年、智能、(装备)保费、(资金)申请表,,首台
440,厦门市智能制造装备企业产值上台阶奖励申请表,(厦门市智能制造装备)企业、(制造装备)企业、申请表,,
440,厦门市智能制造装备企业产值上台阶奖励审计报告内容（参考）,(厦门市智能制造装备)企业、(制造装备)企业、上台阶、(审计)报告、内容,,
440,关于企业智能制造装备产品的情况说明（参考提纲）,(企业)智能、(制造)装备、情况、(参考)提纲,,
440,智能制造装备产业产品的分类范围,智能、(制造装备产业产品的分类)范围、(分类)范围,,
440,厦门市工业和信息化局,(厦门市)工业、(信息化)局,,
440,2019年7月16日,2019年7月16日,,
440,（此件主动公开）,,,
440,附件下载：,附件,,
440,·附件1：承诺书.doc,附件、承诺书,,
440,·附件2：2019年首台（套）重大技术装备与智能制造装备补助资金申请表.doc,(附件)2：2019年、智能、(装备补助资金)申请表,,首台
440,·附件3：2019年首台（套）重大技术装备与智能制造装备保费补贴资金申请表.doc,(附件)3：2019年、智能、(装备)保费、申请表,,首台
440,·附件4：厦门市智能制造装备企业产值上台阶奖励申请表.doc,附件、(厦门市智能制造装备)企业、(制造装备)企业、申请表,,
440,·附件5：厦门市智能制造装备企业产值上台阶奖励审计报告内容（参考）.doc,附件、(厦门市智能制造装备)企业、(制造装备)企业、上台阶、(审计)报告、内容,,5
440,·附件6：关于企业智能制造装备产品的情况说明（参考提纲）.doc,附件、(关于企业智能制造装备产品的)情况、(制造)装备、产品、情况、(参考)提纲,,6
440,·附件7：智能制造装备产业产品的分类范围.doc,附件、智能、(制造装备产业产品的分类)范围、(分类)范围,,
440,申报重点,重点,,
440,支持智能制造首台（套）突破,智能,,首台
440,支持本市企业研发首台（套）智能制造装备,(本市)企业、智能、(制造)装备,,首台
440,对属于国内首台（套）的智能制造装备,(属于国内首台（套）的智能制造)装备、(制造)装备,,首台
440,按不超过销售价格的60%给予补助,按、销售价格,不超过,60%
440,对属于省内首台（套）的智能制造装备,(属于省内首台（套）的智能制造)装备、(制造)装备,,首台
440,按不超过销售价格的30%给予补助,按、销售价格,不超过,30%
440,以上补助最高不超过500万元,(以上)补助、最高,不超过,500万元
440,申报条件,(申报)条件,,
440,（1）企业在厦门市依法设立并具有独立法人资格,企业、厦门市、(独立)法人资格,,1
440,未列入联合惩戒范围,(联合惩戒)范围,,
440,（2）已获得工信部认定的国内首台（套）重大技术装备的生产企业,工信部、(认定的国内首台（套）重大技术装备的生产)企业、(生产)企业,,2、首台
440,或已获得福建省首台（套）智能制造装备认定的装备生产企业,福建省、智能、(制造)装备、(认定的装备生产)企业、(装备生产)企业,,首台
440,申报材料：,申报材料,,
440,（1）《承诺书》（附件1）,(1）《)承诺书、附件,,1）《承诺书、1
440,（2）《2019年首台（套）重大技术装备与智能制造装备补助资金申请表》（附件2）,(2）《2019年首台（套）重大技术装备与智能制造装备补助资金)申请表、(装备补助)资金、申请表、附件,,2）《2019年首台（套）重大技术装备与智能制造装备补助资金申请表、、2
440,（3）企业营业执照或事业单位法人证书副本复印件,(3）企业)营业执照、(企业)营业执照、(事业单位法人)证书、(副本)复印件,,3）企业营业执照
440,（4）首台（套）智能制造装备制造方和用户方所签订的正规合同及财务票据复印件,(4）首台（套）智能制造装备制造方和用户方所签订的正规)合同、(制造)装备、方、(用户)方、(签订的正规)合同、(正规)合同、(财务)票据、复印件,,4）首台（套）智能制造装备制造方和用户方所签订的正规合同、
440,（5）专项审计报告（由具备相关资质,(5）专项审计)报告、(专项审计)报告、(相关)资质,,5）专项审计报告
440,无不良信用记录的会计师事务所出具）,(无不良信用记录的会计师)事务所、(会计师)事务所,,
440,（6）企业产品已获得工信部国内首台（套）重大技术装备认定,(企业)产品、(工信部)国内,,6、首台
440,产品属于智能制造装备的相关证明材料,产品、(属于智能制造装备的相关证明)材料、(制造)装备、(相关证明)材料,,
440,或企业产品被认定为福建省首台（套）智能制造装备的相关证明材料,(企业)产品、福建省、智能、(制造)装备、(相关证明)材料,,首台
440,同一产品不能同时申报首台（套）智能制造装备和首台（套）重大技术装备补助资金,(同一)产品、智能、(制造)装备、(重大技术装备补助)资金,,首台、首台（套）智能制造装备和首台
440,联系方式：行业管理处（薛钟慰,联系方式、(行业)管理处、薛钟慰,,
440,0592-2896584,,,0592-2896584
440,刘华真,刘华真,,
440,0592-2896871）,,,0592-2896871
440,地址：厦门市思明区湖滨北路61号市政府大院东楼607室,地址、(厦门市思明区湖滨北路61号市政府)大院、室,,61号
440,支持重大技术装备制造企业自主投保首台（套）设备保险,(重大技术装备制造)企业、(设备)保险,,首台
440,鼓励保险公司提供定制化综合保险业务,保险公司、保险业务,,
440,对企业投保首台（套）重大技术装备综合险并获得国家实际投保年度保费80%补贴的,企业、综合险、国家、年度,,首台、80%补贴
440,再给予实际年度保费20%的补贴,(实际)年度,,20%
440,对符合福建省首台（套）重大技术装备与智能制造装备推广应用的制造业投保企业给予实际投保年度保费50%的补贴,福建省、智能、(装备)推广应用、(制造业投保)企业、年度,,首台、50%
440,申报条件,(申报)条件,,
440,（1）企业在厦门市依法设立并具有独立法人资格,企业、厦门市、(独立)法人资格,,1
440,未列入联合惩戒范围,(联合惩戒)范围,,
440,（2）已获得工信部认定的国内首台（套）重大技术装备的生产企业,工信部、(认定的国内首台（套）重大技术装备的生产)企业、(生产)企业,,2、首台
440,或已获得福建省首台（套）重大技术装备与智能制造装备认定的装备生产企业,福建省、智能、装备、(认定的)装备、(装备生产)企业,,首台
440,申报材料：,申报材料,,
440,（1）《承诺书》（附件1）,(1）《)承诺书、附件,,1）《承诺书、1
440,（2）《2019年首台（套）重大技术装备与智能制造装备保费补贴资金申请表》（附件3）,(2）《2019年首台（套）重大技术装备与智能制造装备保费补贴资金)申请表、(装备)保费、申请表、附件,,2）《2019年首台（套）重大技术装备与智能制造装备保费补贴资金申请表、、3
440,（3）企业营业执照或事业单位法人证书副本复印件,(3）企业)营业执照、(企业)营业执照、(事业单位法人)证书、(副本)复印件,,3）企业营业执照
440,（4）首台（套）装备制造方和用户方所签订的正规合同复印件,(4）首台（套）装备制造方和用户方所签订的正规合同)复印件、(装备制造)方、(用户)方、(签订的正规合同)复印件、(正规)合同、复印件,,4）首台（套）装备制造方和用户方所签订的正规合同复印件、
440,（5）保单及保险费发票复印件,(5）)保单、(保险费)发票、复印件,,5）保单
440,（6）专项审计报告（由具备相关资质,(6）专项审计)报告、(专项审计)报告、(相关)资质,,6）专项审计报告
440,无不良信用记录的会计师事务所出具）,(无不良信用记录的会计师)事务所、(会计师)事务所,,
440,（7）被认定为福建省首台（套）重大技术装备与智能制造装备的相关证明材料,福建省、智能、(装备的相关证明)材料、(相关证明)材料,,7、首台
440,属工信部首台（套）重大技术装备的,(属工)信部,,首台
440,需同时提交财政部下达80%保费补贴相关材料复印件,财政部、(相关)材料、复印件,,80%、%保费补贴
440,联系方式：行业管理处（薛钟慰,联系方式、(行业)管理处、薛钟慰,,
440,0592-2896584,,,0592-2896584
440,刘华真,刘华真,,
440,0592-2896871）,,,0592-2896871
440,地址：厦门市思明区湖滨北路61号市政府大院东楼607室,地址、(厦门市思明区湖滨北路61号市政府)大院、室,,61号
440,扶持首台（套）重大技术装备的研制和应用,,,首台
440,对经认定列入《福建省首台（套）重大技术装备认定名单》的装备产品给予财政专项资金补助：国内首台（套）重大技术装备按不超过市场销售单价的60%进行补助,(列入《福建省首台（套）重大技术装备认定名单》的装备)产品、(装备)产品、(财政)专项资金、国内、(技术装备)按、市场、单价,不超过,首台、首台（套）重大技术装备认定名单》的装备产品给予财政专项资金补助：国内首台、60%
440,最高补助金额不超过200万,(最高补助)金额,不超过,200万
440,省内首台（套）重大技术装备按不超过市场销售单价的30%进行补助,省内、(技术装备)按、市场、单价,不超过,首台、30%
440,最高补助金额不超过100万元,(最高补助)金额,不超过,100万元
440,本项补助与“支持智能制造首台（套）”按“就高不重复”原则补助,智能、(高不重复”)原则、(原则)补助,,首台
440,申报条件,(申报)条件,,
440,（1）企业在厦门市依法设立并具有独立法人资格,企业、厦门市、(独立)法人资格,,1
440,未列入联合惩戒范围,(联合惩戒)范围,,
440,（2）已获得福建省首台（套）重大技术装备认定的装备生产企业,福建省、(认定的装备生产)企业、(装备生产)企业,,2、首台
440,申报材料：,申报材料,,
440,（1）《承诺书》（附件1）,(1）《)承诺书、附件,,1）《承诺书、1
440,（2）《2019年首台（套）重大技术装备与智能制造装备补助资金申请表》（附件2）,(2）《2019年首台（套）重大技术装备与智能制造装备补助资金)申请表、(装备补助)资金、申请表、附件,,2）《2019年首台（套）重大技术装备与智能制造装备补助资金申请表、、2
440,（3）企业营业执照或事业单位法人证书副本复印件,(3）企业)营业执照、(企业)营业执照、(事业单位法人)证书、(副本)复印件,,3）企业营业执照
440,（4）首台（套）重大技术装备制造方和用户方所签订的正规合同及财务票据复印件,(4）首台（套）重大技术装备制造方和用户方所签订的正规)合同、(重大技术装备制造)方、(用户)方、(签订的正规)合同、(正规)合同、(财务)票据、复印件,,4）首台（套）重大技术装备制造方和用户方所签订的正规合同、
440,（5）专项审计报告（由具备相关资质,(5）专项审计)报告、(专项审计)报告、(相关)资质,,5）专项审计报告
440,无不良信用记录的会计师事务所出具）,(无不良信用记录的会计师)事务所、(会计师)事务所,,
440,（6）企业产品经认定列入《福建省首台（套）重大技术装备认定名单》的相关材料,(企业)产品、福建省、(相关)材料,,6、首台
440,联系方式：行业管理处（薛钟慰,联系方式、(行业)管理处、薛钟慰,,
440,0592-2896584,,,0592-2896584
440,刘华真,刘华真,,
440,0592-2896871）,,,0592-2896871
440,地址：厦门市思明区湖滨北路61号市政府大院东楼607室,地址、(厦门市思明区湖滨北路61号市政府)大院、室,,61号
440,发展壮大智能制造装备产业,智能、(装备)产业,,
440,对智能装备制造企业产值首次超过2亿元、4亿元、10亿元的,(智能)装备、产值、首次,超过,2亿元、4亿元、
440,给予100万元奖励,,,100万元
440,申报条件,(申报)条件,,
440,（1）申报单位须为在厦门市依法设立的独立法人工业企业,(申报)单位、厦门市、(设立的独立法人工业)企业、(独立法人工业)企业,,1
440,未列入联合惩戒与涉黑涉恶对象,(涉黑涉恶)对象,,
440,（2）主要产品为具有感知、分析、推理、决策、控制功能的智能制造装备,(主要)产品、(感知、分析、推理、决策、控制功能的智能制造)装备、(控制)功能、智能、(制造)装备,,2
440,符合工信部《2018年智能制造综合标准化与新模式应用项目申报要求》及国家统计局《战略性新兴产业分类（2018）》中明确的产品分类（附件7）,(工信部《2018年智能制造综合标准化与新模式应用项目申报)要求、(2018年)智能、(制造综合标准化与新模式应用项目申报)要求、(申报)要求、国家统计局、(战略性)新兴产业、中、(明确的)产品、附件,,2018、7
440,（3）2016-2018年每年智能制造装备产品销售收入占企业主营业务收入的比重不低于60%,2018年、(智能制造)装备、收入、(企业)主营、(的)比重,不低于,3、2016、60%
440,（4）2016-2018年企业每年研发投入（年度实际享受研发费用税前加计括除政策的研发经费数额）占主营业务收入比重不低于4%,(2018年)企业、年度、(享受研发费用税)前、(政策的研发)经费、(研发)经费、数额、(主营)业务收入、比重,不低于,4、2016、4%
440,（5）2018年度企业产值首次（自2015年统计年度起计）超过2亿元、4亿元或10亿元（以企业纳入规模以上工业统计产值认定）,(2018)年度、产值、(2015年统计)年度、(起计)）、企业、(规模)以上、产值,超过,5、2018年度、首次、2018年度企业产值首次（自2015年统计年度起计）超过2亿元、4亿元、
440,申报材料：,申报材料,,
440,（1）《承诺书》（附件1）,(1）《)承诺书、附件,,1）《承诺书、1
440,（2）《厦门市智能制造装备企业产值上台阶奖励申请表》（附件4,(2）《厦门市智能制造装备企业产值上台阶奖励)申请表、(厦门市智能制造装备)企业、(制造装备)企业、申请表、附件,,2）《厦门市智能制造装备企业产值上台阶奖励申请表、4
440,表格空间若不足,(表格)空间,,
440,可另附材料）,(可另附)材料,,
440,（3）专项审计报告（由具备相关资质,(3）专项审计)报告、(专项审计)报告、(相关)资质,,3）专项审计报告
440,无不良信用记录的会计师事务所出具,(无不良信用记录的会计师)事务所、(会计师)事务所,,
440,报告内容应包括企业2016-2018年主营业务收入情况、分产品销售收入情况、研发投入情况,(报告)内容、企业、(2018年主营业务收入)情况、(产品销售)收入、情况、情况,,2016
440,并对研发投入占主营业务收入比重和分产品销售收入占主营业务收入比重情况作出明确结论,(主营)业务收入、比重、(分产品销售)收入、(主营)业务收入、情况、(明确)结论,,
440,其中主营业务收入等数据必须与企业的税务清缴报告一致,(其中主营业务收入等)数据、(企业的)税务、(清缴)报告,,
440,参考见附件5）,附件,,5
440,（4）企业主要产品属于《战略性新兴产业分类（2018）》及《2018年智能制造综合标准化与新模式应用项目申报要求》的智能制造装备产品的相关证明材料（含客户提供的智能装备产品应用证明）,(企业主要)产品、(属于《战略性新兴产业分类（2018）》及《2018年智能制造综合标准化与新模式应用项目申报要求》的智能制造装备产品的相关证明)材料、(战略性)新兴产业、(分类（2018）》及《2018年智能制造综合标准化与新模式应用项目申报要求》的智能制造装备)产品、(2018年)智能、(制造综合标准化与新模式应用项目申报)要求、(申报)要求、智能、(制造)装备、产品、(相关证明)材料、客户、(提供的智能装备)产品、(智能)装备、产品,,4、2018
440,并对所生产的智能装备产品的感知、推理、决策、控制等功能进行相应表述（参考附件6格式）,(生产的智能装备)产品、(智能)装备、产品、(感知、推理、决策、控制等)功能、(参考)附件、格式,,
440,（5）企业2016-2018年向统计部门报送的产值情况表（即规模以上工业企业B204统计表）,企业、2018年、(统计)部门、(报送的产值)情况表、(产值)情况表、(规模)以上、统计表,,5、2016
440,（6）企业2016-2018年向税务部门提交的企业所得税汇算清缴鉴证报告,企业、2018年、(税务)部门、企业所得税、汇算、(鉴证)报告,,6、2016
440,并含2016-2018年度的A107012研发费用加计括除优费明细表,(2018)年度、(A107012研发)费用、(优费)明细表,,2016、2018年度
440,联系方式：经济运行处（朱永上：0592-2896815）,联系方式、(经济运行)处、朱永上,,0592-2896815
440,地址：思明区湖滨北路61号市政府大院东楼824室,地址、(思明区湖滨北路61号市政府)大院、室,,61号
440,附件：,附件,,
440,承诺书,承诺书,,
440,2019年首台（套）重大技术装备与智能制造装备补助资金申请表,2019年、智能、(装备补助)资金、申请表,,首台
440,2019年首台（套）重大技术装备与智能制造装备保费补贴资金申请表,2019年、智能、(装备)保费、(资金)申请表,,首台
440,厦门市智能制造装备企业产值上台阶奖励申请表,(厦门市智能制造装备)企业、(制造装备)企业、申请表,,
440,厦门市智能制造装备企业产值上台阶奖励审计报告内容（参考）,(厦门市智能制造装备)企业、(制造装备)企业、上台阶、(审计)报告、内容,,
440,关于企业智能制造装备产品的情况说明（参考提纲）,(企业)智能、(制造)装备、情况、(参考)提纲,,
440,智能制造装备产业产品的分类范围,智能、(制造装备产业产品的分类)范围、(分类)范围,,
440,厦门市工业和信息化局,(厦门市)工业、(信息化)局,,
440,2019年7月16日,2019年7月16日,,
440,（此件主动公开）,,,
440,附件下载：,附件,,
440,·附件1：承诺书.doc,附件、承诺书,,
440,·附件2：2019年首台（套）重大技术装备与智能制造装备补助资金申请表.doc,(附件)2：2019年、智能、(装备补助资金)申请表,,首台
440,·附件3：2019年首台（套）重大技术装备与智能制造装备保费补贴资金申请表.doc,(附件)3：2019年、智能、(装备)保费、申请表,,首台
440,·附件4：厦门市智能制造装备企业产值上台阶奖励申请表.doc,附件、(厦门市智能制造装备)企业、(制造装备)企业、申请表,,
440,·附件5：厦门市智能制造装备企业产值上台阶奖励审计报告内容（参考）.doc,附件、(厦门市智能制造装备)企业、(制造装备)企业、上台阶、(审计)报告、内容,,5
440,·附件6：关于企业智能制造装备产品的情况说明（参考提纲）.doc,附件、(关于企业智能制造装备产品的)情况、(制造)装备、产品、情况、(参考)提纲,,6
440,·附件7：智能制造装备产业产品的分类范围.doc,附件、智能、(制造装备产业产品的分类)范围、(分类)范围,,
441,申报资格及补助标准,(申报)资格、(补助)标准,,
441,项目主体,(项目)主体,,
441,工商注册地、经营地在本市所辖范围的独立法人企业或视同法人的分支机构,(工商)注册地、经营地、(本市)所辖、(独立法人)企业、(视同)法人、分支机构,,
441,无重大违法违规记录,(重大违法违规)记录,,
441,无不良信用记录,(不良)信用,,
441,规模以上企业能按照统计制度规定按时报送统计报表,(规模)以上、企业、(统计)制度、(统计)报表,,
441,支持方向,方向,,
441,支持建设改造冷库设施、批发市场建设低温物流专区和零售企业建设终端低温设施,(冷库)设施、批发市场、(低温)物流、专区、(零售)企业、(终端)低温、设施,,
441,项目条件,(项目)条件,,
441,在2018年7月1日至2019年6月30日期间,2018年7月1日、(至2019年6月30日)期间,,
441,有效投资额（不含税、不含土地、非物流车辆）,(有效)投资额、土地、(非物流)车辆,,
441,不少于300万元（永泰县不少于150万元）,(（)永泰县,不少于,不少、300万元、不少、150万元
441,优先支持老区苏区县,(老区)苏区、县,,
441,于2019年7月底前投入使用的项目,(2019年7)月底、项目,,
441,补助标准,(补助)标准,,
441,现有冷库改造提升项目,(现有)冷库、(提升)项目,,
441,对完善封闭式装卸站台、电动滑升式冷藏门和防撞柔性密封口等设施并实现全封闭式作业的,(封闭式)装卸站台、(电动滑升式冷藏)门、(防撞柔性密封口等)设施、全封闭式,,
441,按不高于投资额20%、最高100万元予以补助,按、投资额,不高于,20%、最高100万元、100万
441,新建3000立方米（以上）保鲜库、变温库、气调库、立体自动化冷库等智能型高端冷藏设施项目,以上、(保鲜库、变温库、气调库、立体自动化冷库等智能型高端冷藏设施)项目、(变温)库、气调库、(立体自动化)冷库、(智能型高端冷藏设施)项目,,3000立方米
441,按不高于投资额20%、最高200万元予以补助,按、投资额,不高于,20%、最高200万元、200万
441,生鲜农产品批发市场配建冷库容积3000立方米及以上的冷藏设施、冷链运输、信息管理系统,(生鲜)农产品、批发市场、(冷库)容积、(以上的冷藏)设施、(冷藏)设施、信息、(管理)系统,,3000立方米
441,建设低温物流专区的项目,(建设低温物流专区的)项目,,
441,按不高于投资额20%、最高100万元予以补助,按、投资额,不高于,20%、最高100万元、100万
441,生鲜农产品零售企业建设低温仓储配送中心、冷库,(生鲜)农产品、企业、低温、配送中心、冷库,,
441,购买冷藏车（营运车辆以道路运输证注明车辆类型为准,冷藏车、(营运)车辆、(道路)运输证、(车辆)类型,,
441,非营运车辆以发票注明车辆类型为准）、冷柜、蓄冷保温（隔热）箱等设施设备,(非营运)车辆、发票、(车辆)类型、冷柜、隔热、(箱等设施)设备、(设施)设备,,
441,按不高于投资额20%、最高100万元予以补助,按、投资额,不高于,20%、最高100万元、100万
441,申报资格及补助标准,(申报)资格、(补助)标准,,
441,项目主体,(项目)主体,,
441,工商注册地、经营地在本市所辖范围的独立法人企业或视同法人的分支机构,(工商)注册地、经营地、(本市)所辖、(独立法人)企业、(视同)法人、分支机构,,
441,无重大违法违规记录,(重大违法违规)记录,,
441,无不良信用记录,(不良)信用,,
441,规模以上企业能按照统计制度规定按时报送统计报表,(规模)以上、企业、(统计)制度、(统计)报表,,
441,支持方向,方向,,
441,支持建设改造冷库设施、批发市场建设低温物流专区和零售企业建设终端低温设施,(冷库)设施、批发市场、(低温)物流、专区、(零售)企业、(终端)低温、设施,,
441,项目条件,(项目)条件,,
441,在2018年7月1日至2019年6月30日期间,2018年7月1日、(至2019年6月30日)期间,,
441,有效投资额（不含税、不含土地、非物流车辆）,(有效)投资额、土地、(非物流)车辆,,
441,不少于300万元（永泰县不少于150万元）,(（)永泰县,不少于,不少、300万元、不少、150万元
441,优先支持老区苏区县,(老区)苏区、县,,
441,于2019年7月底前投入使用的项目,(2019年7)月底、项目,,
441,补助标准,(补助)标准,,
441,现有冷库改造提升项目,(现有)冷库、(提升)项目,,
441,对完善封闭式装卸站台、电动滑升式冷藏门和防撞柔性密封口等设施并实现全封闭式作业的,(封闭式)装卸站台、(电动滑升式冷藏)门、(防撞柔性密封口等)设施、全封闭式,,
441,按不高于投资额20%、最高100万元予以补助,按、投资额,不高于,20%、最高100万元、100万
441,新建3000立方米（以上）保鲜库、变温库、气调库、立体自动化冷库等智能型高端冷藏设施项目,以上、(保鲜库、变温库、气调库、立体自动化冷库等智能型高端冷藏设施)项目、(变温)库、气调库、(立体自动化)冷库、(智能型高端冷藏设施)项目,,3000立方米
441,按不高于投资额20%、最高200万元予以补助,按、投资额,不高于,20%、最高200万元、200万
441,生鲜农产品批发市场配建冷库容积3000立方米及以上的冷藏设施、冷链运输、信息管理系统,(生鲜)农产品、批发市场、(冷库)容积、(以上的冷藏)设施、(冷藏)设施、信息、(管理)系统,,3000立方米
441,建设低温物流专区的项目,(建设低温物流专区的)项目,,
441,按不高于投资额20%、最高100万元予以补助,按、投资额,不高于,20%、最高100万元、100万
441,生鲜农产品零售企业建设低温仓储配送中心、冷库,(生鲜)农产品、企业、低温、配送中心、冷库,,
441,购买冷藏车（营运车辆以道路运输证注明车辆类型为准,冷藏车、(营运)车辆、(道路)运输证、(车辆)类型,,
441,非营运车辆以发票注明车辆类型为准）、冷柜、蓄冷保温（隔热）箱等设施设备,(非营运)车辆、发票、(车辆)类型、冷柜、隔热、(箱等设施)设备、(设施)设备,,
441,按不高于投资额20%、最高100万元予以补助,按、投资额,不高于,20%、最高100万元、100万
441,申报资格及补助标准,(申报)资格、(补助)标准,,
441,项目主体,(项目)主体,,
