sentence,entity,compare,num 
315#（1）项目申报企业必须为实际承担项目的单位,(项目申报)企业、(承担项目的)单位,,1
315#集团公司应具体到最小的法人单位,集团公司、(到最小的法人)单位、(法人)单位,,
315#即集团公司不能将其所属的多家子公司的项目打包成一个项目上报,集团公司、(其)所属、(多家)子公司、项目、(一个)项目,,多家子公司、
315#单家企业如有多个不同项目必须汇总整合成一个项目上报,项目、(一个)项目,,
315#即每家企业限报一个项目,(每家)企业、(一个)项目,,一个项目
315#（2）项目依附或改造的主体符合国家产业政策,项目、(依附或改造的主体)符合国家、(主体)符合国家、产业政策,,2
315#（3）示范和带动作用明显,(示范和带动)作用,,3
315#项目实施后具有显著的节能、节水、节材等提高能源利用效率和减少污染物排放的效果,项目、(实施)后、节、(能源)利用效率、污染物、效果,,
315#在行业内或某一地区具有较好的示范意义,(行业)内、(某一)地区、(好的示范)意义、(示范)意义,,
315#对节能循环经济工作有较强的带动作用,(节能)循环经济、作用,,
315#（4）项目须在2018年1月1日以后建成投产,项目、(2018年1月1日)以后,,4
315#其中节能技改项目需稳定运行三个月以上、满足节能量审核条件,(其中节能技改)项目、(三个月)以上、(节)能量、(审核)条件,,
315#（5）属下列情形之一的节能项目不予支持,(属下列情形之一的节能)项目、(节能)项目,,5
315#①添加燃煤助燃剂类项目,(燃煤助燃剂类)项目,,
315#②主要因扩大产能、管理节能等非节能专项技改产生节能效果的项目,(扩大产能、管理节能等非节能专项技改产生节能效果的)项目、(产生节能效果的)项目,,②
315#③不同企业法人打包项目,(③不同企业法人打包)项目,,③不同企业法人打包项目
315#④仅替代而未节约能源的项目,(④仅替代而未节约能源的)项目、(替代而未节约能源的)项目,,④仅替代而未节约能源的项目
315#⑤按照国家及本省相关规定应与主体工程同步配套建设项目,(国家及本省相关)规定、(相关)规定、主体工程、建设项目,,⑤
315#如：干法水泥生产线纯低温余热发电、硫磺制酸余热回收、1000立方米及以上高炉炉顶压差发电以及2007年1月1日以后建成投产的钢铁企业高炉煤气、焦炉煤气、烧结余热余压发电等项目,(水泥)生产线、(纯)低温、余热、硫磺、余热、(以上)高炉、炉顶、(压差发电以及2007年1月1日以后建成投产的钢铁企业高炉煤气、焦炉煤气、烧结余热余压发电等)项目、(建成投产的钢铁企业高炉煤气、焦炉煤气、烧结余热余压发电等)项目、(钢铁企业)高炉、焦炉煤气、余热、项目,,1000立方米
315#⑥光伏发电、风力发电等新能源开发利用类项目,(光伏发电、风力发电等)新能源、(类)项目,,⑥
315#⑦项目形成的节能量不可核实,(⑦)项目、(形成的节)能量、(节)能量,,⑦项目
315#⑧项目有受到节能、环保、安全、质量等违法违规行政处理,(⑧)项目、质量、行政,,⑧项目
315#2、申报材料,申报材料,,2
315#所在单位申报的项目材料单行本及电子文档,所在单位、(申报的项目材料)单行本、(项目)材料、单行本、(电子)文档,,
315#纸质材料要求按下列顺序装订成册（需封面和目录）,(纸质)材料、要求、(下列)顺序、装订成册、封面、目录,,
315#（1）项目资金申请报告并附节能技术改造申报项目信息汇总表（附件5）,(项目)资金、申请报告、(节能技术改造申报项目信息)汇总表、附件,,1、5
315#（2）项目所在单位承诺书（附件6）,(2）项目所在单位)承诺书、(项目)所在单位、承诺书、附件,,2）项目所在单位承诺书、6
315#（3）单位及项目基本情况表（附件7）,(3）单位及项目基本)情况表、(单位及项目基本)情况表、(基本)情况表、附件,,3）单位及项目基本情况表、7
315#（4）项目建设证明材料（如主要设备订购合同等）,(4）项目建设证明)材料、(建设证明)材料、(主要)设备、合同,,4）项目建设证明材料
315#（5）安装改造的主要设备清单（包含设备型号、功率、效率等主要技术参数）,(5）安装改造的主要设备)清单、(安装改造的主要设备)清单、(主要)设备、清单、(设备)型号、功率、效率、(主要)技术参数,,5）安装改造的主要设备清单
315#（6）项目改造前后主要技术参数对比（非改造项目仅需提供现有主要技术参数,项目、(改造)前后、(主要)技术参数、(改造)项目、(主要)技术参数,,6
315#循环经济项目可不提供）,(循环经济)项目,,
315#（7）申报节能技改项目的单位须提供项目改造边界范围内项目改造前正常生产一年度（或连续12个月）生产和能耗统计报表复印件（包含年生产时间、产品年产量、年总耗能量等信息）及相关台账等汇总证明材料,(申报节能技改项目的)单位、项目、(边界)范围、项目、(改造)前、(一)年度、(连续)12个月、(能耗统计)报表、复印件、(年生产)时间、(产品)年产量、(年总耗)能量、信息、(相关)台账、材料,,7、一年度
315#并自行留存满足现场审核要求的详细台账证明资料备查,现场、(审核要求的详细)台账、(详细)台账、资料,,
315#（8）节能项目改造边界范围内项目改造后至申报项目前连续3个月以上的生产和能耗统计报表复印件（包含生产时间、产品产量、总耗能量等信息）及相关台账等汇总证明材料,(节能)项目、(边界)范围、项目、(改造)后、(申报)项目、前、(连续)3个月、以上、(能耗统计)报表、复印件、(生产)时间、产品产量、(总耗)能量、信息、(相关)台账、材料,,8
315#并自行留存满足现场审核要求的详细台账证明资料备查（循环经济项目不要求）,现场、(审核要求的详细)台账、(详细)台账、资料、(循环经济)项目,,
315#（9）企业工商营业执照（非企业单位提供组织机构代码证）复印件,(9）企业工商)营业执照、(企业工商)营业执照、(非企业)单位、(组织)机构、代码证、复印件,,9）企业工商营业执照
315#（10）项目申报单位认为需要补充说明的材料,(项目申报)单位、(说明的)材料,,10
315#3、支持重点及补助标准,重点、(补助)标准,,3
315#本次申报项目支持重点为节能和循环经济重点示范项目、能耗在线监测系统企业端建设、节能专项监察工作经费等方面,(本次申报)项目、重点、(节能和循环经济重点示范项目、能耗在线监测系统企业端建设、节能专项监察工作经费等)方面、(循环经济重点示范)项目、(能耗在线监测系统)企业、经费、方面,,
315#有关选项的具体内容详见附件4,(有关选项的)具体内容、(具体内容详见)附件,,4
315#（1）节能和循环经济重点示范项目,(1）节能和循环经济重点示范)项目、(节能和循环经济重点示范)项目、(重点示范)项目,,1）节能和循环经济重点示范项目
315#节能重点项目包括锅炉（窑炉）改造、余热余压利用、节约和替代石油、电机系统节能、能量系统优化、区域热电联产等重点用能单位节能技改项目,(节能)重点项目、锅炉、窑炉、余热、石油、(电机)系统、(能量)系统、(区域)热电、重点、(单位节能技改)项目,,
315#对工业企业通过自身实施节能技改,(工业)企业,,
315#节能技改重点项目需年节约400吨标准煤及以上,(技改)重点项目、标准煤、以上,,400吨
315#根据年节能量按500元/吨标准煤给予一次性奖励,(年节)能量、标准煤,,500元、/吨
315#每个项目补助最高不超过100万元,(每个)项目、补助,,100万元
315#循环经济示范项目新增投资额（不含工业用地投资）须在1000万元及以上(新建项目投资额以项目核准时间起开始计算,(循环经济示范)项目、投资额、工业用地、以上、(新建)项目、投资额、(项目核准)时间、起,,1000万元
315#改建、扩建项目投资额以2017年6月1日起开始计算),(改建、扩建)项目、(项目)投资额、2017年6月1日、起,,
315#根据节水、节材、综合利用等节能降耗效果,(节水、节材、综合利用等节能降耗)效果、(节能降耗)效果,,
315#按新增投资额的3%予以补助,投资额,,3%
315#每个项目补助最高不超过100万元,(每个)项目、补助,,100万元
315#对企业具有示范意义的高效节能锅炉（窑炉）、电机、空调、电梯、照明等节能新技术新产品应用项目,企业、(具有示范意义的高效节能)锅炉、(高效节能)锅炉、窑炉、电机、空调、电梯、照明、(节能)新技术、产品、(应用)项目,,
315#设备累计投资额须在50万元及以上,(设备累计)投资额、以上,,50万元
315#按投资额的15%予以补助,投资额,,15%
315#每个项目补助最高不超过20万元,(每个)项目、补助,,20万元
315#（2）能耗在线监测系统企业端建设,能耗、(在线监测)系统、企业,,2
315#支持全省重点用能单位能耗在线监测系统企业端建设,全省、(单位能耗在线监测系统)企业,,
315#对2019年完成一级监测系统建设的重点用能单位每家补贴2万元（该专项属引导性资金事后奖励,2019年、(一级监测)系统、(建设的)重点、单位、(引导性)资金、事后,,2019年完成一级监测系统建设的重点用能单位每家补贴2万元
315#不参与省级财政排重）,(省级)财政,,
315#（3）节能专项监察工作经费,(3）节能专项监察工作)经费、(节能专项监察工作)经费,,3）节能专项监察工作经费
315#根据《福建省2019年节能监察工作计划》的任务要求,(福建省)2019年、(工作)计划、(任务)要求,,
315#按每家企业0.5万元的标准下达各县（市、区）、开发区（投资区、高新区）工信部门节能专项监察工作经费,(每家)企业、标准、(各县（市、区）、开发区（投资区、高新区）工信部门节能专项监察工作)经费、(工信部门节能专项监察工作)经费,,0.5万元
315#各地对经费的使用参照《工业节能监察体制建设项目管理暂行办法》（工信部节〔2016〕228号）执行,经费、(工业节能监察)体制、(建设)项目管理、暂行办法、(工信部)节,,2016、228号
315#附件：（点此下载附件3、附件1-9、附件6）,附件、附件、附件、附件,,3、1-9、6
315#1、2019年第一批省级切块资金项目（中小微企业发展专项）申报表,(1、2019年第一批省级切块资金)项目、(中小微)企业、申报表,,第一批
315#2、政银企合作对接活动开展情况表,情况表,,2
315#3、真实性声明函,(3、真实性声明)函、(真实性)声明、函,,3、真实性声明函
315#4、2019年省级节能淘汰落后产能专项选项范围的具体内容,(4、2019年省级节能淘汰落后产能专项选项)范围、(2019年省级节能淘汰落后产能专项)选项、(专项)选项、具体内容,,4、2019年省级节能淘汰落后产能专项选项范围
315#5、节能技术改造申报项目信息汇总表,(5、节能技术改造申报项目信息)汇总表、(节能)技术改造、汇总表,,5、节能技术改造申报项目信息汇总表
315#6、项目所在单位承诺书,(6、项目所在单位)承诺书、(项目)所在单位、承诺书,,6、项目所在单位承诺书
315#7、单位及项目基本情况表,(7、单位及项目基本)情况表、(基本)情况表,,7、单位及项目基本情况表
315#8、各种能源折标准煤参考系数,(8、各种能源折标准煤参考)系数、(各种)能源、标准煤、(参考)系数,,8、各种能源折标准煤参考系数
315#9、行业名称及编号,(行业)名称、编号,,9
315#漳州市工业和信息化局,(漳州市)工业、(信息化)局,,
315#漳州市财政局,漳州市财政局,,
315#2019年9月5日,2019年9月5日,,
315#(此件主动公开),,,
315#专项类别及具体要求产融对接活动项目,(专项)类别、(具体)要求、(产融对接活动)项目,,
315#1、补助对象及补助标准,(1、补助)对象、(补助)对象、(补助)标准,,1、补助对象
315#对举办产融合作政银企对接活动的单位,(作政银企对接活动的)单位,,
315#按照每场活动实际开支进行补助,开支,,
315#2、申报条件,(2、申报)条件、(申报)条件,,2、申报条件
315#2018年1月-2019年6月在漳州市辖内举办产融合作政银企+租赁、担保、基金、创投等对接会等活动,2018年1月、2019年6月、(漳州市)辖内、(租赁、担保、基金、创投等)对接会,,
315#每场产融合作对接活动参与现场对接活动的企业不少于20家（以参会回执、会议签到单为准）,(参与现场对接活动的)企业、回执、会议,不少于,不少、20家
315#3、申报材料,申报材料,,3
315#各个项目所在单位申报的项目材料单行本及电子文档,(各个)项目、所在单位、(申报的项目材料)单行本、(项目)材料、单行本、(电子)文档,,
315#纸质材料要求按下列顺序装订成册（需封面和目录）,(纸质)材料、要求、(下列)顺序、装订成册、封面、目录,,
315#（1）2019年第一批省级切块资金项目（中小微企业发展专项）申报表（附件1）,(2019年第一批省级切块资金)项目、(中小微)企业、申报表、附件,,1、第一批、1
315#（2）举办产融合作对接活动方案、通知（原件）,(作对接活动)方案、通知、原件,,2
315#（3）对接会的会议签到单（原件复印件加盖申报单位公章）,(对接会的)会议、(原件)复印件、(单位)公章,,3
315#（4）对接会现场照片、总结及《政银企合作对接活动开展情况表》（见附件2）等相关佐证材料,(4）对接会现场照片、总结及《政银企合作对接活动开展情况表》（见附件2）等相关佐证)材料、(对接会)现场、情况表、附件、(相关)佐证、材料,,4）对接会现场照片、总结及《政银企合作对接活动开展情况表》（见附件2）等相关佐证材料、2
315#（5）举办产融合作对接活动支出清单及支付票据（原件复印件加盖申报单位公章）,清单、票据、(原件)复印件、(单位)公章,,5
315#（6）真实性声明函（附件3）,(真实性)声明、函、附件,,6、3
315#企业管理提升培训补助项目,企业、(培训补助)项目,,
315#由市工信局组织举办的企业经营管理人才培训班,(市工)信局、(组织举办的企业经营管理人才)培训班、(企业经营管理人才)培训班,,
315#相关费用从本专项列支,(相关)费用,,
315#各县（市、区）、开发（投资）区工信（经发）局及工业和信息产业行业协会（产业联盟）组织举办的企业经营管理人才培训按如下进行申报,(各县（市、区）、开发（投资）)区工、(区工)信、经发、局、(工业和信息产业行业)协会、(信息)产业、协会、(产业)联盟、(企业经营管理)人才,,
315#1、申报条件,(1、申报)条件、(申报)条件,,1、申报条件
315#（1）申报单位在漳州市注册登记,(申报)单位、漳州市,,1
315#具有独立的法人资格、健全规范的财务管理制度、当年无不良、社会诚信记录的工业和信息产业行业协会（产业联盟）,(具有独立的法人资格、健全规范的财务管理)制度、(财务管理)制度、当年、(无不良、社会诚信记录的工业和信息产业行业)协会、(工业和信息产业行业)协会、(信息)产业、协会、(产业)联盟,,
315#（2）2018年1月-2019年6月为推动我市中小微企业提升管理水平而组织开展企业经营管理人才培训等活动,2018年1月、2019年6月、(我市)中、企业、管理水平、企业、人才,,2
315#（3）参加培训活动的企业不少于30家,(参加培训活动的)企业,不少于,3、不少、30家
315#人数不少于50人（以参会回执、会议签到单为准）,人数、(50)人、回执、会议,不少于,不少、
315#（4）开展培训活动聘请的专家及师资要求：职称不低于副高级技术职称,(聘请的)专家、(师资)要求、(：)职称、(副高级)技术职称,不低于,4
315#2、申报材料,申报材料,,2
315#（1）2019年第一批省级切块资金项目（中小微企业发展专项）申报表（附件1）,(2019年第一批省级切块资金)项目、(中小微)企业、申报表、附件,,1、第一批、1
315#（2）申报单位的营业执照（或统一社会信用代码证）复印件,(2）申报单位的)营业执照、(申报)单位、营业执照、(社会信用)代码证、复印件,,2）申报单位的营业执照
315#（3）举办企业管理提升服务（培训）活动的通知及活动方案（含培训课程安排）（原件）,企业、(活动的)通知、(活动)方案、(培训)课程、原件,,3
315#（4）企业管理提升活动签到表（原件）,(4）企业管理提升活动签到)表、(活动签到)表、原件,,4）企业管理提升活动签到表
315#（5）企业管理提升活动现场照片、活动总结,企业、(活动)现场、照片,,5
315#（6）聘请的专家和老师职称证书及工作简历（复印件）,(6）聘请的专家和老师职称证书及工作)简历、(聘请的)专家、(专家和老师职称证书及工作)简历、(老师)职称、证书及、(工作)简历、复印件,,6）聘请的专家和老师职称证书及工作简历
315#（7）举办企业管理提升活动支出清单及支付票据（原件或复印件加盖申报单位公章）,企业、清单、票据、原件、复印件、(单位)公章,,7
315#（8）真实性声明函（附件3）,(真实性)声明、函、附件,,8、3
315#3、补助标准,(3、补助)标准、(补助)标准,,3、补助标准
315#开展企业高级经营管理人才培训等活动,(企业高级经营管理)人才,,
315#短期（半天以上2天以内）活动补助标准为每人次300元,(半天)以上、以内、标准,,半天以上、2天、300元
315#长期活动按照政府、企业、学员共同分担的原则,政府、企业、学员、(分担的)原则,,
315#给予不高于活动费用支出40%的补贴,给予、(活动)费用、支出,不高于,40%
315#节能淘汰落后产能专项,,,
315#1、申报条件,(1、申报)条件、(申报)条件,,1、申报条件
315#（1）项目申报企业必须为实际承担项目的单位,(项目申报)企业、(承担项目的)单位,,1
315#集团公司应具体到最小的法人单位,集团公司、(到最小的法人)单位、(法人)单位,,
315#即集团公司不能将其所属的多家子公司的项目打包成一个项目上报,集团公司、(其)所属、(多家)子公司、项目、(一个)项目,,多家子公司、
315#单家企业如有多个不同项目必须汇总整合成一个项目上报,项目、(一个)项目,,
315#即每家企业限报一个项目,(每家)企业、(一个)项目,,一个项目
315#（2）项目依附或改造的主体符合国家产业政策,项目、(依附或改造的主体)符合国家、(主体)符合国家、产业政策,,2
315#（3）示范和带动作用明显,(示范和带动)作用,,3
315#项目实施后具有显著的节能、节水、节材等提高能源利用效率和减少污染物排放的效果,项目、(实施)后、节、(能源)利用效率、污染物、效果,,
315#在行业内或某一地区具有较好的示范意义,(行业)内、(某一)地区、(好的示范)意义、(示范)意义,,
315#对节能循环经济工作有较强的带动作用,(节能)循环经济、作用,,
315#（4）项目须在2018年1月1日以后建成投产,项目、(2018年1月1日)以后,,4
315#其中节能技改项目需稳定运行三个月以上、满足节能量审核条件,(其中节能技改)项目、(三个月)以上、(节)能量、(审核)条件,,
315#（5）属下列情形之一的节能项目不予支持,(属下列情形之一的节能)项目、(节能)项目,,5
315#①添加燃煤助燃剂类项目,(燃煤助燃剂类)项目,,
315#②主要因扩大产能、管理节能等非节能专项技改产生节能效果的项目,(扩大产能、管理节能等非节能专项技改产生节能效果的)项目、(产生节能效果的)项目,,②
315#③不同企业法人打包项目,(③不同企业法人打包)项目,,③不同企业法人打包项目
315#④仅替代而未节约能源的项目,(④仅替代而未节约能源的)项目、(替代而未节约能源的)项目,,④仅替代而未节约能源的项目
315#⑤按照国家及本省相关规定应与主体工程同步配套建设项目,(国家及本省相关)规定、(相关)规定、主体工程、建设项目,,⑤
315#如：干法水泥生产线纯低温余热发电、硫磺制酸余热回收、1000立方米及以上高炉炉顶压差发电以及2007年1月1日以后建成投产的钢铁企业高炉煤气、焦炉煤气、烧结余热余压发电等项目,(水泥)生产线、(纯)低温、余热、硫磺、余热、(以上)高炉、炉顶、(压差发电以及2007年1月1日以后建成投产的钢铁企业高炉煤气、焦炉煤气、烧结余热余压发电等)项目、(建成投产的钢铁企业高炉煤气、焦炉煤气、烧结余热余压发电等)项目、(钢铁企业)高炉、焦炉煤气、余热、项目,,1000立方米
315#⑥光伏发电、风力发电等新能源开发利用类项目,(光伏发电、风力发电等)新能源、(类)项目,,⑥
315#⑦项目形成的节能量不可核实,(⑦)项目、(形成的节)能量、(节)能量,,⑦项目
315#⑧项目有受到节能、环保、安全、质量等违法违规行政处理,(⑧)项目、质量、行政,,⑧项目
315#2、申报材料,申报材料,,2
315#所在单位申报的项目材料单行本及电子文档,所在单位、(申报的项目材料)单行本、(项目)材料、单行本、(电子)文档,,
315#纸质材料要求按下列顺序装订成册（需封面和目录）,(纸质)材料、要求、(下列)顺序、装订成册、封面、目录,,
315#（1）项目资金申请报告并附节能技术改造申报项目信息汇总表（附件5）,(项目)资金、申请报告、(节能技术改造申报项目信息)汇总表、附件,,1、5
315#（2）项目所在单位承诺书（附件6）,(2）项目所在单位)承诺书、(项目)所在单位、承诺书、附件,,2）项目所在单位承诺书、6
315#（3）单位及项目基本情况表（附件7）,(3）单位及项目基本)情况表、(单位及项目基本)情况表、(基本)情况表、附件,,3）单位及项目基本情况表、7
315#（4）项目建设证明材料（如主要设备订购合同等）,(4）项目建设证明)材料、(建设证明)材料、(主要)设备、合同,,4）项目建设证明材料
315#（5）安装改造的主要设备清单（包含设备型号、功率、效率等主要技术参数）,(5）安装改造的主要设备)清单、(安装改造的主要设备)清单、(主要)设备、清单、(设备)型号、功率、效率、(主要)技术参数,,5）安装改造的主要设备清单
315#（6）项目改造前后主要技术参数对比（非改造项目仅需提供现有主要技术参数,项目、(改造)前后、(主要)技术参数、(改造)项目、(主要)技术参数,,6
315#循环经济项目可不提供）,(循环经济)项目,,
315#（7）申报节能技改项目的单位须提供项目改造边界范围内项目改造前正常生产一年度（或连续12个月）生产和能耗统计报表复印件（包含年生产时间、产品年产量、年总耗能量等信息）及相关台账等汇总证明材料,(申报节能技改项目的)单位、项目、(边界)范围、项目、(改造)前、(一)年度、(连续)12个月、(能耗统计)报表、复印件、(年生产)时间、(产品)年产量、(年总耗)能量、信息、(相关)台账、材料,,7、一年度
315#并自行留存满足现场审核要求的详细台账证明资料备查,现场、(审核要求的详细)台账、(详细)台账、资料,,
315#（8）节能项目改造边界范围内项目改造后至申报项目前连续3个月以上的生产和能耗统计报表复印件（包含生产时间、产品产量、总耗能量等信息）及相关台账等汇总证明材料,(节能)项目、(边界)范围、项目、(改造)后、(申报)项目、前、(连续)3个月、以上、(能耗统计)报表、复印件、(生产)时间、产品产量、(总耗)能量、信息、(相关)台账、材料,,8
315#并自行留存满足现场审核要求的详细台账证明资料备查（循环经济项目不要求）,现场、(审核要求的详细)台账、(详细)台账、资料、(循环经济)项目,,
315#（9）企业工商营业执照（非企业单位提供组织机构代码证）复印件,(9）企业工商)营业执照、(企业工商)营业执照、(非企业)单位、(组织)机构、代码证、复印件,,9）企业工商营业执照
315#（10）项目申报单位认为需要补充说明的材料,(项目申报)单位、(说明的)材料,,10
315#3、支持重点及补助标准,重点、(补助)标准,,3
315#本次申报项目支持重点为节能和循环经济重点示范项目、能耗在线监测系统企业端建设、节能专项监察工作经费等方面,(本次申报)项目、重点、(节能和循环经济重点示范项目、能耗在线监测系统企业端建设、节能专项监察工作经费等)方面、(循环经济重点示范)项目、(能耗在线监测系统)企业、经费、方面,,
315#有关选项的具体内容详见附件4,(有关选项的)具体内容、(具体内容详见)附件,,4
315#（1）节能和循环经济重点示范项目,(1）节能和循环经济重点示范)项目、(节能和循环经济重点示范)项目、(重点示范)项目,,1）节能和循环经济重点示范项目
315#节能重点项目包括锅炉（窑炉）改造、余热余压利用、节约和替代石油、电机系统节能、能量系统优化、区域热电联产等重点用能单位节能技改项目,(节能)重点项目、锅炉、窑炉、余热、石油、(电机)系统、(能量)系统、(区域)热电、重点、(单位节能技改)项目,,
315#对工业企业通过自身实施节能技改,(工业)企业,,
315#节能技改重点项目需年节约400吨标准煤及以上,(技改)重点项目、标准煤、以上,,400吨
315#根据年节能量按500元/吨标准煤给予一次性奖励,(年节)能量、标准煤,,500元、/吨
315#每个项目补助最高不超过100万元,(每个)项目、补助,,100万元
315#循环经济示范项目新增投资额（不含工业用地投资）须在1000万元及以上(新建项目投资额以项目核准时间起开始计算,(循环经济示范)项目、投资额、工业用地、以上、(新建)项目、投资额、(项目核准)时间、起,,1000万元
315#改建、扩建项目投资额以2017年6月1日起开始计算),(改建、扩建)项目、(项目)投资额、2017年6月1日、起,,
315#根据节水、节材、综合利用等节能降耗效果,(节水、节材、综合利用等节能降耗)效果、(节能降耗)效果,,
315#按新增投资额的3%予以补助,投资额,,3%
315#每个项目补助最高不超过100万元,(每个)项目、补助,,100万元
315#对企业具有示范意义的高效节能锅炉（窑炉）、电机、空调、电梯、照明等节能新技术新产品应用项目,企业、(具有示范意义的高效节能)锅炉、(高效节能)锅炉、窑炉、电机、空调、电梯、照明、(节能)新技术、产品、(应用)项目,,
315#设备累计投资额须在50万元及以上,(设备累计)投资额、以上,,50万元
315#按投资额的15%予以补助,投资额,,15%
315#每个项目补助最高不超过20万元,(每个)项目、补助,,20万元
315#（2）能耗在线监测系统企业端建设,能耗、(在线监测)系统、企业,,2
315#支持全省重点用能单位能耗在线监测系统企业端建设,全省、(单位能耗在线监测系统)企业,,
315#对2019年完成一级监测系统建设的重点用能单位每家补贴2万元（该专项属引导性资金事后奖励,2019年、(一级监测)系统、(建设的)重点、单位、(引导性)资金、事后,,2019年完成一级监测系统建设的重点用能单位每家补贴2万元
315#不参与省级财政排重）,(省级)财政,,
315#（3）节能专项监察工作经费,(3）节能专项监察工作)经费、(节能专项监察工作)经费,,3）节能专项监察工作经费
315#根据《福建省2019年节能监察工作计划》的任务要求,(福建省)2019年、(工作)计划、(任务)要求,,
315#按每家企业0.5万元的标准下达各县（市、区）、开发区（投资区、高新区）工信部门节能专项监察工作经费,(每家)企业、标准、(各县（市、区）、开发区（投资区、高新区）工信部门节能专项监察工作)经费、(工信部门节能专项监察工作)经费,,0.5万元
315#各地对经费的使用参照《工业节能监察体制建设项目管理暂行办法》（工信部节〔2016〕228号）执行,经费、(工业节能监察)体制、(建设)项目管理、暂行办法、(工信部)节,,2016、228号
315#附件：（点此下载附件3、附件1-9、附件6）,附件、附件、附件、附件,,3、1-9、6
315#1、2019年第一批省级切块资金项目（中小微企业发展专项）申报表,(1、2019年第一批省级切块资金)项目、(中小微)企业、申报表,,第一批
315#2、政银企合作对接活动开展情况表,情况表,,2
315#3、真实性声明函,(3、真实性声明)函、(真实性)声明、函,,3、真实性声明函
315#4、2019年省级节能淘汰落后产能专项选项范围的具体内容,(4、2019年省级节能淘汰落后产能专项选项)范围、(2019年省级节能淘汰落后产能专项)选项、(专项)选项、具体内容,,4、2019年省级节能淘汰落后产能专项选项范围
315#5、节能技术改造申报项目信息汇总表,(5、节能技术改造申报项目信息)汇总表、(节能)技术改造、汇总表,,5、节能技术改造申报项目信息汇总表
315#6、项目所在单位承诺书,(6、项目所在单位)承诺书、(项目)所在单位、承诺书,,6、项目所在单位承诺书
315#7、单位及项目基本情况表,(7、单位及项目基本)情况表、(基本)情况表,,7、单位及项目基本情况表
315#8、各种能源折标准煤参考系数,(8、各种能源折标准煤参考)系数、(各种)能源、标准煤、(参考)系数,,8、各种能源折标准煤参考系数
315#9、行业名称及编号,(行业)名称、编号,,9
315#漳州市工业和信息化局,(漳州市)工业、(信息化)局,,
315#漳州市财政局,漳州市财政局,,
315#2019年9月5日,2019年9月5日,,
315#(此件主动公开),,,
316#申报要求,(申报)要求,,
316#2019年市级工业设计中心奖励申报条件,2019年、(市级)工业、中心、(申报)条件,,
316#2019年宁德市工信局认定的市级工业设计中心,2019年、(宁德市)工、信局、(认定的市级工业设计)中心、(市级)工业、中心,,
316#补助标准,(补助)标准,,
316#对被认定的企业给予5万元奖励申报材料,(认定的)企业、申报材料,,5万元
316#企业申请报告,(企业)申请报告,,
316#申报要求,(申报)要求,,
316#2019年市级工业设计中心奖励申报条件,2019年、(市级)工业、中心、(申报)条件,,
316#2019年宁德市工信局认定的市级工业设计中心,2019年、(宁德市)工、信局、(认定的市级工业设计)中心、(市级)工业、中心,,
316#补助标准,(补助)标准,,
316#对被认定的企业给予5万元奖励申报材料,(认定的)企业、申报材料,,5万元
316#企业申请报告,(企业)申请报告,,
316#申报要求,(申报)要求,,
316#2019年市级工业设计中心奖励申报条件,2019年、(市级)工业、中心、(申报)条件,,
316#2019年宁德市工信局认定的市级工业设计中心,2019年、(宁德市)工、信局、(认定的市级工业设计)中心、(市级)工业、中心,,
316#补助标准,(补助)标准,,
316#对被认定的企业给予5万元奖励申报材料,(认定的)企业、申报材料,,5万元
316#企业申请报告,(企业)申请报告,,
317#项目申报条件,(项目申报)条件,,
317#（1）在泉州市内注册、具有独立法人资格的工业企业,(1）在泉州市内注册、具有独立法人资格的工业)企业、(泉州)市内、(注册、具有独立法人资格的工业)企业、(独立)法人资格、(工业)企业,,1）在泉州市内注册、具有独立法人资格的工业企业
317#（2）生产经营状况良好,(2）生产经营)状况良好、(生产经营)状况良好,,2）生产经营状况良好
317#财务管理制度健全,(财务管理)制度,,
317#（3）2019年1月1日至2019年6月30日上云费用不少于3000元,(2019年1月1日至2019年6月30日上云)费用、(上云)费用,不少于,3、不少、3000元
317#（4）所购云服务产品的云服务商需入驻福企网,(所购云服务产品的云)服务商、(云)服务商、福企网,,4
317#并在市内注册具有独立法人资格或在市内注册分支机构,市内、(独立)法人资格、市内、分支机构,,
317#补助标准,(补助)标准,,
317#按照2019年1月1日至2019年6月30日上云费用的30%给予企业补助,(2019年1月1日至2019年6月30日上云)费用、(上云)费用、(企业)补助,,30%
317#单家使用企业上云补助最高不超过20万元,(单)家、(企业)上、云,,20万元
318#申报条件项目申报单位须在南平市市内注册,(申报)条件、单位、(南平市)市内,,
318#具有独立法人资格、健全的财务管理制度、良好资信等级,(具有独立法人资格、健全的财务管理)制度、(财务管理)制度、(良好)资信、等级,,
318#2018年1月1日至2019年12月31日,2018年1月1日、2019年12月31日,,
318#大企业和供应链核心企业支持福建省内中小企业经中国人民银行征信中心建设的“中征应收账款融资服务平台”开展应收账款融资,(大)企业、(供应链)核心、企业、(福建)省内、(中国人民银行征信)中心、款、(融资)服务平台、(收账)款,,
318#通过人民银行征信中心应收账款融资服务平台在线确认,人民银行征信中心、(收账)款、服务平台,,
318#并实际放款的供应链核心企业,(放款的供应链核心)企业、(供应链)核心、企业,,
320#申报范围,(申报)范围,,
320#毕业生公益性招聘会,(毕业生公益性)招聘会,,
320#2019年10月至2020年8月期间,2019年10月、(至2020年8月)期间,,
320#我省各地、各高校和省属人力资源服务机构组织举办的,(省属)人力资源、机构,,
